,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Torino2019,Torino2019,Torino2019,Torino2019,Torino2019,Torino2020,Torino2020,Torino2020,Torino2020,Torino2020,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023
Profile time series,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,8,9,10,11,12,13,14,15,16,17,46,47,48,49,50,51,52
3548,0,0,0,0,0,0,0,0,0,0.001,0,0.00067,0,0,0.0032818,0.002,0.003,0,0.0036,0.00067,0.0136,0.004719147,0.002,0,0.00024,0.00024,0,0.0124,0.001111865,0.002,0,0,0.00238,0.00069,0.0115,0.025920987,0,0,0,0,0.008269931,0,0,0,0,7.81E-05,0,0,0,0,0,0
3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031029,0,0,0,0,0,0,7.90E-05,0,0,0,0,0,0,0.000284918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,0,0,0,0,0,0,0,0.003248482,0.006,0.002,0.00028,0.00207,0,0,0.026997746,0.011,0,0,0.00071,0.02421,0.0013,0.024287481,0.031,0,0,0.01109,0.01728,0.0007,0.018378931,0.009,0,0,0.00107,0.00633,0,0,0.02,0.00164,0.01367,0,0,0.019,0.00031,0.00996,0,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0,0.005859657,0.034,0.019,0.00987,0.01565,0,0,0.086147267,0.042,0.055,0.06376,0.06734,0.08027,0.0493,0.099466592,0.142,0,0.06593,0.07699,0.10451,0.048,0.065082277,0.057,0,0,0.01307,0.03838,0.0142,0.009834972,0.052,0.03541,0.04269,0.0279,0,0.048,0.04762,0.0392,0.0371,0.027588734,0.02,0,0,0,0,0
3559,0,0,0,0,0,0,0,0.019876462,0.082,0.046,0.03475,0.04313,0.02115,0.0018,0.183394556,0.08,0.142,0.13753,0.14458,0.12272,0.0992,0.243282157,0.303,0,0.22808,0.20323,0.29158,0.1847,0.182033797,0.144,0,0,0.15803,0.1725,0.0819,0.029504917,0.184,0.08269,0.13014,0.0642,0.031425736,0.182,0.0864,0.1139,0.0921,0.145699743,0.148,0,0,0,0,0
3560,0.037395053,0,0.021,0,0,0.07993,0.1656,0.041738741,0.152,0.053,0.04826,0.05688,0.0259,0.0136,0.313619707,0.142,0.26,0.26248,0.27214,0.17773,0.1476,0.410854495,0.463,0,0.41218,0.37987,0.47495,0.3626,0.444950524,0.192,0,0,0.35327,0.27201,0.1814,0.132105351,0.321,0.27897,0.3325,0.2399,0.129010916,0.361,0.26748,0.28636,0.2326,0.358368657,0.337,0,0,0,0,0
3561,0.173383728,0.079,0.216,0.16743,0.16348,0.32446,0.4016,0.071960467,0.231,0.084,0.07712,0.09045,0.04732,0.0232,0.37046323,0.246,0.356,0.36569,0.37522,0.29356,0.2312,0.580584661,0.597,0,0.58589,0.58757,0.61828,0.5208,0.584103753,0.303,0,0,0.49926,0.48912,0.3299,0.325554259,0.469,0.46287,0.50681,0.446,0.312603374,0.526,0.44259,0.4289,0.3967,0.565515835,0.513,0,0,0,0,0
3562,0.424107763,0.264,0.505,0.5219,0.51779,0.51164,0.5615,0.106918882,0.297,0.113,0.11734,0.13713,0.09435,0.0476,0.487684115,0.448,0.453,0.47131,0.48249,0.39606,0.3511,0.543358242,0.701,0,0.68928,0.70822,0.68651,0.6289,0.526513928,0.579,0,0,0.54173,0.60368,0.493,0.5090015,0.596,0.60722,0.63023,0.6128,0.478001985,0.653,0.58464,0.51461,0.5199,0.729745558,0.642,0,0,0,0,0
3563,0.650196825,0.472,0.657,0.65337,0.64331,0.64101,0.6659,0.110307936,0.295,0.103,0.09489,0.10923,0.08001,0.0654,0.501764107,0.597,0.547,0.65022,0.65589,0.51436,0.459,0.556141491,0.769,0,0.68946,0.63619,0.73935,0.6899,0.622809778,0.713,0,0,0.72345,0.67405,0.5887,0.661026838,0.707,0.69907,0.70647,0.7353,0.608666887,0.741,0.67027,0.55739,0.5829,0.845168576,0.719,0,0,0,0,0
3564,0.731459052,0.603,0.761,0.76649,0.75646,0.73585,0.7261,0.084371067,0.272,0.116,0.1012,0.11556,0.06904,0.06,0.454399702,0.639,0.549,0.79112,0.7975,0.49551,0.4806,0.534997975,0.78,0,0.67651,0.64547,0.66435,0.6663,0.705108099,0.681,0,0,0.79169,0.67689,0.6373,0.758376396,0.751,0.74377,0.73136,0.7964,0.592127026,0.78,0.71185,0.57972,0.6105,0.895085528,0.764,0,0,0,0,0
3565,0.611916003,0.667,0.797,0.82092,0.81144,0.74741,0.6914,0.078411781,0.267,0.107,0.09858,0.11295,0.10886,0.0765,0.165860916,0.573,0.233,0.13276,0.1514,0.44451,0.4301,0.440627255,0.728,0,0.73379,0.42833,0.68636,0.6362,0.561234909,0.678,0,0,0.73835,0.56153,0.5737,0.815885981,0.727,0.76645,0.74292,0.8153,0.350645055,0.771,0.62613,0.5881,0.6255,0.896774666,0.767,0,0,0,0,0
3566,0.570612472,0.699,0.654,0.77155,0.76474,0.66938,0.6131,0.071679578,0.279,0.088,0.0995,0.11387,0.09784,0.0893,0.081904267,0.544,0.085,0.06155,0.07276,0.23743,0.3134,0.374735849,0.639,0,0.22496,0.50521,0.48202,0.5635,0.630611822,0.605,0,0,0.71114,0.31518,0.4107,0.449574929,0.651,0.61683,0.7121,0.798,0.575587165,0.705,0.67734,0.60845,0.6395,0.754317919,0.722,0,0,0,0,0
3567,0.415773235,0.676,0.485,0.57743,0.57281,0.61689,0.4446,0.103026386,0.292,0.108,0.07806,0.09141,0.0878,0.0809,0.125536939,0.451,0.077,0.07716,0.08851,0.18892,0.1999,0.227664238,0.503,0,0.08281,0.54845,0.47466,0.4819,0.514901085,0.48,0,0,0.60551,0.29853,0.291,0.212202034,0.539,0.39966,0.63005,0.7306,0.636784651,0.59,0.63444,0.54176,0.6143,0.597529799,0.64,0,0,0,0,0
3568,0.259295148,0.587,0.48,0.4818,0.47781,0.34477,0.2568,0.106644456,0.268,0.113,0.08865,0.10116,0.10896,0.0817,0.04707954,0.317,0.082,0.07115,0.08334,0.14358,0.1407,0.263030665,0.345,0,0.442,0.41508,0.30454,0.3766,0.290957197,0.31,0,0,0.44827,0.22674,0.2424,0.411735289,0.415,0.06584,0.47753,0.5903,0.44161429,0.459,0.54638,0.29131,0.4178,0.410402763,0.498,0,0,0,0,0
3569,0.218054018,0.431,0.377,0.40035,0.38637,0.22267,0.0892,0.076274561,0.209,0.07,0.0372,0.04563,0.06595,0.0771,0.047958143,0.209,0.052,0.0439,0.05317,0.089,0.1097,0.200192838,0.19,0,0.26985,0.19123,0.1658,0.2371,0.125687825,0.226,0,0,0.27148,0.14441,0.1768,0.12343724,0.27,0.074,0.3309,0.4249,0.388686735,0.316,0.39284,0.25537,0.2767,0.390845584,0.346,0,0,0,0,0
3570,0.034707226,0.212,0.118,0.13651,0.1352,0.03132,0,0.044743533,0.126,0.074,0.04726,0.05499,0.049,0.063,0.02604991,0.086,0.04,0.0833,0.09532,0.0208,0.0633,0.098488783,0.103,0,0.12132,0.12318,0.05168,0.1165,0.091846711,0.119,0,0,0.11376,0.07795,0.1159,0.112935489,0.131,0.07685,0.15586,0.2515,0.211710222,0.157,0.221,0.13541,0.2073,0.165212016,0.17,0,0,0,0,0
3571,0,0.019,0,0,0,0,0,0.018898794,0.055,0.041,0.03898,0.04381,0.01351,0.0342,0.009973522,0.015,0.016,0.02555,0.03094,0.00603,0.0148,0.04297256,0.039,0,0.05316,0.04841,0.02377,0.0485,0.034599093,0.043,0,0,0.03696,0.0263,0.0581,0.080430072,0.024,0.03398,0.01142,0.0683,0.112471055,0.027,0.04116,0.01091,0.0647,0.043538867,0.04,0,0,0,0,0
3572,0,0,0,0,0,0,0,0.001262632,0.003,0.001,0,0,0,0.0027,0.001141875,0,0,0,0.00421,0,0.0022,0.006628469,0.001,0,0,0,0.00037,0.0132,0.003725522,0.001,0,0,0,0.00046,0.0128,0.042923821,0,0,0,0,0.004961958,0,0,0,0,0.001036819,0,0,0,0,0,0
3573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,0,0,0,0,0,0,0,0.0004138,0,0,0,0,0,0,0.001348563,0,0,0,0,0,0,0.000462812,0,0,0,0,0,0,0.000146945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,0,0,0,0,0,0,0,0.015343715,0.031,0.015,0.01261,0.01261,0.0175,0.0035,0.018315453,0.033,0.012,0.01207,0.01277,0.01804,0.0035,0.027432316,0.03,0,0.01302,0.01032,0.02116,0.002,0.016664339,0.021,0,0,0.00404,0.01491,0.0026,8.33E-05,0.018,0.00119,0.01345,0,0,0.007,0,0.00013,0,0,0,0,0,0,0,0
3582,0,0,0,0,0,0,0,0.067682066,0.143,0.125,0.0719,0.07165,0.07964,0.0559,0.074518676,0.148,0.131,0.07267,0.07216,0.09346,0.0582,0.089942847,0.098,0,0.07384,0.07733,0.1051,0.0503,0.089369993,0.145,0,0,0.07554,0.07295,0.0507,0.015585931,0.038,0.03779,0.05464,0.0385,0,0.046,0.00766,0.00828,0.0081,0.044269688,0.019,0,0,0,0,0
3583,0.001402072,0,0,0,0,0,0,0.300885542,0.31,0.31,0.26674,0.26584,0.1994,0.1294,0.281463305,0.297,0.267,0.2798,0.27695,0.286,0.1709,0.19116668,0.229,0,0.16745,0.18936,0.22472,0.1663,0.126335112,0.309,0,0,0.12815,0.21499,0.1162,0.030088348,0.185,0.08179,0.13012,0.0769,0,0.126,0.06233,0.02795,0.0421,0.111393511,0.127,0,0,0,0,0
3584,0.045560653,0,0.018,0.00334,0.0068,0.06975,0.1334,0.452433339,0.489,0.49,0.48259,0.48178,0.3702,0.245,0.225401986,0.411,0.206,0.04245,0.05276,0.46497,0.3294,0.119311972,0.356,0,0.28188,0.06784,0.37185,0.2668,0.258918897,0.389,0,0,0.11536,0.34267,0.1828,0.129104851,0.376,0.2768,0.32604,0.2369,0.018193847,0.237,0.15173,0.02891,0.0712,0.250738787,0.248,0,0,0,0,0
3585,0.216027614,0.053,0.166,0.15513,0.16474,0.25409,0.2768,0.594639236,0.639,0.61,0.63605,0.63428,0.40877,0.3397,0.451976367,0.482,0.411,0.08938,0.09742,0.61614,0.4845,0.129128867,0.414,0,0.08874,0.07417,0.49261,0.3914,0.36366518,0.478,0,0,0.50394,0.43195,0.2409,0.340806801,0.545,0.46326,0.49436,0.4399,0.036387694,0.38,0.08658,0.06875,0.1011,0.454967645,0.376,0,0,0,0,0
3586,0.391780955,0.15,0.316,0.28772,0.29693,0.37533,0.3683,0.623517422,0.78,0.677,0.74994,0.7482,0.47474,0.3883,0.459324081,0.487,0.538,0.4855,0.49558,0.5987,0.574,0.218697091,0.364,0,0.16554,0.21241,0.47919,0.4782,0.232130251,0.67,0,0,0.2046,0.50445,0.3174,0.516169362,0.676,0.60951,0.62066,0.6029,0.069467416,0.536,0.14147,0.04621,0.1172,0.673876037,0.512,0,0,0,0,0
3587,0.528835164,0.223,0.481,0.50216,0.50227,0.43354,0.3913,0.670585917,0.846,0.61,0.64935,0.64999,0.42923,0.4086,0.51980713,0.544,0.321,0.09673,0.11368,0.61215,0.5513,0.083953509,0.28,0,0.24885,0.09204,0.44449,0.4653,0.237151654,0.766,0,0,0.30452,0.54848,0.4088,0.658276379,0.765,0.70058,0.707,0.7215,0.218326166,0.584,0.32283,0.06838,0.1184,0.514445234,0.612,0,0,0,0,0
3588,0.372001099,0.23,0.488,0.42388,0.43746,0.43194,0.36,0.42713741,0.857,0.475,0.4726,0.48494,0.42815,0.3703,0.827363412,0.565,0.393,0.4073,0.43065,0.62922,0.5726,0.143105588,0.263,0,0.12535,0.18371,0.57051,0.5036,0.40818096,0.788,0,0,0.51333,0.53978,0.473,0.687114519,0.81,0.76404,0.7538,0.791,0.324181277,0.596,0.53283,0.26949,0.2278,0.752500827,0.645,0,0,0,0,0
3589,0.323656222,0.226,0.349,0.33067,0.34729,0.4012,0.3097,0.465840902,0.817,0.479,0.50075,0.52209,0.43771,0.384,0.743684981,0.521,0.687,0.87102,0.8629,0.61344,0.6108,0.181540408,0.331,0,0.18288,0.1432,0.46869,0.5174,0.5434426,0.723,0,0,0.59678,0.62766,0.5491,0.796466078,0.813,0.78323,0.74871,0.8014,0.446576249,0.616,0.4625,0.45118,0.3989,0.811811004,0.619,0,0,0,0,0
3590,0.544293002,0.276,0.45,0.38021,0,0.26272,0.2625,0.515684022,0.733,0.545,0.57849,0.579,0.37818,0.371,0.533703691,0.507,0.65,0.66212,0.66269,0.61888,0.6339,0.168295283,0.336,0,0.11999,0.16494,0.10773,0.3307,0.470685371,0.542,0,0,0.65378,0.56611,0.5545,0.802800467,0.775,0.76445,0.6665,0.7481,0.458154152,0.611,0.36865,0.47233,0.4726,0.329325247,0.554,0,0,0,0,0
3591,0.358698381,0.471,0.536,0.43344,0.44225,0.23915,0.1998,0.412299556,0.622,0.462,0.44798,0.45986,0.28897,0.305,0.488286002,0.537,0.561,0.57421,0.57367,0.47617,0.5244,0.068501916,0.278,0,0.17241,0.09541,0.13325,0.1702,0.362808283,0.347,0,0,0.47282,0.53655,0.5257,0.764960827,0.695,0.6934,0.60685,0.6792,0.451538207,0.542,0.66535,0.48132,0.4773,0.207311019,0.465,0,0,0,0,0
3592,0.479819565,0.508,0.45,0.51619,0.51737,0.18642,0.1306,0.259493527,0.465,0.383,0.37678,0.38016,0.21004,0.2297,0.31358302,0.452,0.448,0.46103,0.461,0.35706,0.4137,0.065236805,0.204,0,0.12334,0.07671,0.10675,0.1397,0.153566693,0.31,0,0,0.29314,0.34854,0.4392,0.681446908,0.57,0.58463,0.4702,0.5697,0.643400595,0.456,0.48259,0.31563,0.3841,0.319482586,0.314,0,0,0,0,0
3593,0.241929846,0.36,0.295,0.34187,0.34183,0.14804,0.0594,0.125314629,0.279,0.243,0.23085,0.23782,0.12339,0.1532,0.122516071,0.281,0.294,0.29549,0.29422,0.21735,0.3037,0.075984659,0.132,0,0.25071,0.16081,0.09274,0.1197,0.137781185,0.228,0,0,0.23223,0.21223,0.2944,0.55675946,0.404,0.42892,0.34325,0.4338,0.53092954,0.301,0.34808,0.17792,0.2233,0.328927106,0.214,0,0,0,0,0
3594,0.042094968,0.129,0.079,0.05553,0.0642,0.02773,0,0.072140203,0.11,0.142,0.13042,0.13008,0.08091,0.0943,0.062248175,0.121,0.157,0.13076,0.12965,0.06177,0.1328,0.034169142,0.058,0,0.08431,0.03755,0.02409,0.0764,0.056247553,0.122,0,0,0.12015,0.05487,0.1307,0.361060177,0.208,0.24076,0.14777,0.2531,0.382070791,0.156,0.2251,0.0699,0.1093,0.142999564,0.135,0,0,0,0,0
3595,0,0.009,0,0,0,0,0,0.027298082,0.043,0.067,0.05401,0.05401,0.02817,0.0537,0.034917111,0.049,0.061,0.0523,0.05311,0.02603,0.0376,0.003590966,0.019,0,0.01346,0.05375,0.01637,0.0326,0.014573902,0.047,0,0,0.03901,0.0212,0.0486,0.161193532,0.036,0.05069,0.01196,0.0682,0.162090638,0.029,0.04215,0.01024,0.0438,0.041008523,0.041,0,0,0,0,0
3596,0,0,0,0,0,0,0,0.000927365,0.003,0.004,0,0.00302,0.0008,0.0151,0.002486474,0.003,0.007,0,0.00593,0.00041,0.0132,0,0,0,0.00063,0,0,0.0083,0.000489327,0.002,0,0,0,0,0.0135,0.023837306,0,0,0,0,0.013231889,0,0,0,0,0.001361449,0,0,0,0,0,0
3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0,0.000832329,0,0,0,0,0,0,0.001303777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,0,0,0,0,0,0,0,0.021713891,0.03,0.014,0.00925,0.01059,0.0162,0.0038,0.015484714,0.032,0.007,0.00483,0.00921,0.0195,0.0006,0.004384974,0.009,0,0.00958,0.00767,0.00958,0,0.021820118,0.031,0,0,0,0.0177,0.0036,8.33E-05,0.02,0,0.01254,0,0,0.023,0.00113,0.00829,0,9.21E-05,0,0,0,0,0,0
3606,0,0,0,0,0,0,0,0.072553059,0.158,0.118,0.0764,0.07672,0.07875,0.0576,0.021510063,0.075,0.016,0.00523,0.00523,0.06681,0.0371,0.006234103,0.041,0,0.00508,0.00761,0.04597,0.0263,0.068488501,0.146,0,0,0.07599,0.09884,0.0519,0.017586264,0.049,0.05268,0.04086,0.0327,0,0.062,0.05402,0.05019,0.0454,0.026191077,0.018,0,0,0,0,0
3607,0,0,0,0,0,0,0,0.299467057,0.352,0.302,0.2616,0.26081,0.26343,0.1709,0.056047129,0.09,0.028,0.01482,0.02167,0.09412,0.0663,0.007332605,0.092,0,0.02588,0.12553,0.04288,0.0431,0.284321575,0.317,0,0,0.25861,0.2481,0.1751,0.047924654,0.183,0.09574,0.1099,0.1004,0.033079722,0.192,0.08548,0.12262,0.1132,0.149709709,0.113,0,0,0,0,0
3608,0.032,0,0.004,0.00044,0.00424,0.01535,0.0366,0.503707855,0.527,0.484,0.45783,0.45897,0.4283,0.3407,0.161882385,0.171,0.11,0.08411,0.0894,0.1329,0.0806,0.02230242,0.182,0,0.04964,0.13994,0.08953,0.0677,0.486789741,0.492,0,0,0.463,0.44916,0.3252,0.142523754,0.364,0.27055,0.25228,0.2352,0.12735693,0.365,0.27394,0.23493,0.2299,0.364989929,0.251,0,0,0,0,0
3609,0.1,0.035,0.061,0.07816,0.08919,0.0616,0.1053,0.657034008,0.681,0.642,0.62668,0.62306,0.58464,0.4942,0.185552967,0.237,0.181,0.18642,0.18938,0.27899,0.1589,0.022740616,0.379,0,0.06914,0.04368,0.08166,0.0996,0.519399405,0.634,0,0,0.56784,0.4207,0.3917,0.329388231,0.523,0.4477,0.38363,0.3693,0.317565332,0.525,0.45877,0.33951,0.3201,0.566013934,0.385,0,0,0,0,0
3610,0.099,0.107,0.053,0.0423,0.05686,0.14137,0.1666,0.770053431,0.782,0.763,0.74068,0.73754,0.63396,0.608,0.247959295,0.348,0.311,0.48447,0.49465,0.26255,0.2634,0.104141768,0.528,0,0.08282,0.06813,0.08182,0.1089,0.70105191,0.672,0,0,0.51104,0.57174,0.453,0.515502584,0.652,0.58562,0.52998,0.4989,0.494541846,0.635,0.60037,0.45984,0.4109,0.731547431,0.467,0,0,0,0,0
3611,0.13,0.105,0.13,0.15975,0.17349,0.22669,0.1962,0.796794998,0.839,0.806,0.76376,0.76512,0.73454,0.6852,0.214015011,0.433,0.198,0.20913,0.21737,0.41619,0.3164,0.141680393,0.576,0,0.21432,0.13865,0.109,0.128,0.52343196,0.735,0,0,0.5563,0.57385,0.5394,0.661110185,0.741,0.49879,0.56587,0.5962,0.623552762,0.697,0.69127,0.59299,0.538,0.84922138,0.526,0,0,0,0,0
3612,0.176,0.139,0.094,0.07738,0.09305,0.27348,0.2092,0.845534782,0.849,0.798,0.74732,0.74873,0.75262,0.7311,0.132318637,0.416,0.115,0.10576,0.12075,0.42122,0.3718,0.117188501,0.385,0,0.21278,0.17522,0.09541,0.1355,0.372453233,0.736,0,0,0.14223,0.65238,0.559,0.434405734,0.787,0.56592,0.56392,0.6075,0.712868012,0.715,0.75286,0.65808,0.6556,0.900970268,0.559,0,0,0,0,0
3613,0.196,0.188,0.055,0.04561,0.05659,0.28496,0.1961,0.760739266,0.818,0.773,0.7489,0.75881,0.61049,0.6549,0.118961054,0.322,0.099,0.07424,0.08729,0.06514,0.2309,0.176720455,0.301,0,0.27868,0.20768,0.14699,0.1488,0.374603651,0.715,0,0,0.05221,0.48237,0.5432,0.461243541,0.793,0.59758,0.6807,0.6666,0.774065498,0.636,0.71452,0.60235,0.6596,0.851430976,0.564,0,0,0,0,0
