,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Forli2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Torino2019,Torino2019,Torino2019,Torino2019,Torino2019,Torino2020,Torino2020,Torino2020,Torino2020,Torino2020,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023,Almeria2023
Profile time series,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,PG-SARAH2,PG-ERA5,CR-ERA5,PV-MEAS,RN-MERRA2,RN-SARAH,PG-SARAH,PG-SARAH2,PG-ERA5,CR-ERA5
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,8,9,10,11,12,13,14,15,16,17,46,47,48,49,50,51,52
1018,0.113945858,0.123,0.08,0.14941,0.15981,0.24139,0.1966,0.200464836,0.052,0.388,0.51327,0.51981,0.51659,0.3696,0.053760747,0.213,0.056,0.0529,0.06458,0.28994,0.1183,0.172836407,0.217,0,0.09187,0.32109,0.20126,0.1055,0.255,0.255,0,0,0.06213,0.07455,0.0721,0.290298383,0.556,0.44766,0.48045,0.4012,0.248097916,0.542,0.42965,0.4628,0.3786,0.352476965,0.312,0,0,0,0,0
1019,0.254109382,0.304,0.165,0.28348,0.296,0.40067,0.2823,0.545914331,0.14,0.526,0.62796,0.63817,0.60662,0.4844,0.079264655,0.307,0.071,0.06595,0.07952,0.43598,0.205,0.323374725,0.322,0,0.13462,0.37419,0.24169,0.1399,0.42,0.42,0,0,0.16119,0.1158,0.0798,0.472578763,0.668,0.58113,0.60158,0.5947,0.431690374,0.66,0.58658,0.59333,0.5622,0.677216172,0.464,0,0,0,0,0
1020,0.168790174,0.474,0.23,0.2377,0.25643,0.31412,0.2731,0.66405086,0.388,0.653,0.70173,0.6964,0.63797,0.5219,0.095382961,0.351,0.078,0.07737,0.09191,0.41736,0.2388,0.208882151,0.516,0,0.05792,0.17363,0.25851,0.1841,0.465,0.465,0,0,0.26898,0.22167,0.1319,0.599766628,0.715,0.66411,0.65621,0.7044,0.567317235,0.718,0.67373,0.66171,0.6761,0.739881892,0.557,0,0,0,0,0
1021,0.280095693,0.503,0.239,0.26467,0.28128,0.24567,0.2173,0.553703187,0.382,0.652,0.72138,0.71752,0.65187,0.5695,0.11334463,0.351,0.095,0.10926,0.12064,0.47483,0.2476,0.287483683,0.45,0,0.17462,0.18818,0.29339,0.1946,0.394,0.394,0,0,0.15022,0.30622,0.21,0.648024671,0.696,0.67422,0.66613,0.7511,0.646708568,0.717,0.69024,0.67027,0.725,0.758853791,0.569,0,0,0,0,0
1022,0.475875265,0.496,0.275,0.56749,0.56287,0.19157,0.1501,0.38450855,0.377,0.471,0.52005,0.53461,0.54203,0.5356,0.12136374,0.366,0.09,0.08853,0.10249,0.39316,0.2296,0.22228885,0.368,0,0.22519,0.27408,0.28794,0.1808,0.325,0.325,0,0,0.14568,0.36086,0.2706,0.647024504,0.581,0.69669,0.62813,0.7286,0.68805822,0.657,0.68698,0.62987,0.7119,0.722961573,0.501,0,0,0,0,0
1023,0.200181652,0.411,0.506,0.11807,0.13386,0.09439,0.0704,0.141649153,0.15,0.213,0.27951,0.28859,0.19545,0.2909,0.054234356,0.193,0.052,0.04485,0.05795,0.27436,0.1766,0.413103723,0.258,0,0.27135,0.38714,0.19214,0.1498,0.205,0.205,0,0,0.43301,0.35863,0.3335,0.479746624,0.363,0.56188,0.52377,0.6397,0.577241151,0.528,0.60512,0.52226,0.6289,0.576496175,0.397,0,0,0,0,0
1024,0.159753967,0.274,0.297,0.30272,0.31502,0.04404,0.0157,0.020757235,0.03,0.06,0.03355,0.04245,0.021,0.0707,0.026589797,0.052,0.072,0.0829,0.10131,0.12301,0.101,0.074952834,0.09,0,0.25474,0.16653,0.08938,0.0865,0.064,0.064,0,0,0.26579,0.11959,0.2018,0.177446241,0.156,0.11855,0.34143,0.4697,0.436652332,0.307,0.46436,0.34795,0.4647,0.407638513,0.265,0,0,0,0,0
1025,0.007343558,0.101,0.176,0.07228,0.08853,0.00185,0,0.00011789,0,0.005,0.00087,0.00598,0.00007,0.0033,0.003598562,0,0.032,0.02283,0.03898,0.00151,0.0226,0,0,0,0.00929,0.0275,0.00158,0.0215,0,0,0,0,0.01483,0.00263,0.0416,0.062593766,0.016,0.05966,0.12799,0.2064,0.208402249,0.032,0.14132,0.1259,0.2027,0.193697391,0.113,0,0,0,0,0
1026,0,0.018,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01650275,0,0,0,0,0.026463778,0,0,0,0,0.020571129,0.002,0,0,0,0,0
1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
1040,0.015922789,0,0,0,0,0.03399,0.0528,0.018509368,0.036,0.008,0,0,0.04552,0,0.020837296,0.015,0.019,0,0,0.11076,0,0.018162964,0.05,0,0,0,0.07332,0,0,0.065,0,0,0,0.11986,0,0.002083681,0.141,0.01604,0.06219,0.0075,0,0.135,0.01327,0.06059,0.0066,0.061767208,0.048,0,0,0,0,0
1041,0.096043841,0.004,0.002,0.11241,0.12181,0.13698,0.1579,0.060878694,0.179,0.058,0.04856,0.07196,0.07436,0.0741,0.113994119,0.095,0.129,0.10734,0.13115,0.31065,0.1711,0.176144169,0.284,0,0.27723,0.2297,0.29643,0.17,0.295,0.295,0,0,0.25906,0.34837,0.1875,0.071011835,0.354,0.21632,0.26649,0.1604,0.046311611,0.346,0.21521,0.26435,0.1549,0.302677444,0.155,0,0,0,0,0
1042,0.242505511,0.076,0.084,0.23089,0.24069,0.25593,0.2105,0.094693392,0.351,0.114,0.11942,0.14534,0.16723,0.1418,0.301947362,0.364,0.346,0.46077,0.4679,0.50158,0.3717,0.36958629,0.503,0,0.32602,0.48913,0.44548,0.3754,0.313798832,0.526,0,0,0.46898,0.54655,0.4158,0.267627938,0.527,0.43094,0.45266,0.3918,0.236520013,0.514,0.41385,0.44402,0.3765,0.524393113,0.273,0,0,0,0,0
1043,0.217760044,0.178,0.2,0.17007,0.18669,0.30006,0.1893,0.092839641,0.428,0.125,0.10369,0.13529,0.15997,0.2043,0.519059378,0.579,0.598,0.63881,0.63815,0.62901,0.5249,0.491822687,0.53,0,0.37564,0.57359,0.5208,0.4831,0.491527228,0.635,0,0,0.6051,0.66488,0.576,0.458993166,0.642,0.57277,0.57761,0.5732,0.401918624,0.613,0.56508,0.56329,0.5388,0.682773607,0.344,0,0,0,0,0
1044,0.192519178,0.227,0.198,0.1942,0.21106,0.27686,0.1726,0.09954683,0.371,0.11,0.11091,0.12563,0.09876,0.1729,0.538737776,0.598,0.619,0.60165,0.60511,0.6702,0.6161,0.307492593,0.368,0,0.64626,0.44112,0.5368,0.5178,0.605119787,0.669,0,0,0.67611,0.70572,0.6554,0.597266211,0.7,0.67171,0.64522,0.6901,0.535891499,0.578,0.64666,0.62674,0.6345,0.771552955,0.358,0,0,0,0,0
1045,0.211179337,0.333,0.215,0.34099,0.35575,0.25137,0.1466,0.032994005,0.146,0.085,0.11173,0.1281,0.03309,0.0911,0.605168411,0.577,0.643,0.69004,0.68884,0.64174,0.6242,0.183752303,0.244,0,0.38017,0.20207,0.28481,0.404,0.598932713,0.643,0,0,0.69883,0.67965,0.6647,0.668028005,0.698,0.69113,0.66101,0.7418,0.615282832,0.534,0.68675,0.66213,0.6838,0.796553707,0.424,0,0,0,0,0
1046,0.084294999,0.464,0.297,0.12654,0.14829,0.12489,0.0898,0.053715129,0.093,0.078,0.09819,0.11535,0.02218,0.039,0.510652117,0.485,0.569,0.61497,0.61324,0.55398,0.5672,0.119191154,0.157,0,0.21716,0.17438,0.25507,0.2814,0.511833395,0.543,0,0,0.63733,0.58919,0.6075,0.672862144,0.637,0.67871,0.62326,0.7261,0.537545485,0.56,0.57695,0.5703,0.6468,0.750464654,0.407,0,0,0,0,0
1047,0.039229287,0.38,0.156,0.03517,0.04746,0.05978,0.0376,0.087508848,0.049,0.047,0.01164,0.01164,0.00627,0.0217,0.343261597,0.318,0.434,0.47697,0.4788,0.40027,0.4483,0.082477043,0.1,0,0.14629,0.07759,0.07467,0.178,0.363335084,0.375,0,0,0.49856,0.43166,0.4837,0.564927488,0.508,0.61389,0.52386,0.6408,0.231558055,0.348,0.25573,0.32769,0.4619,0.640033708,0.345,0,0,0,0,0
1048,0.011241456,0.137,0.058,0.01446,0.0227,0.02204,0.007,0.021974591,0.008,0.116,0.16522,0.1748,0.0046,0.0074,0.133745584,0.12,0.251,0.26858,0.26945,0.19989,0.2719,0.037740976,0.041,0,0.06197,0.02565,0.02001,0.0587,0.153081931,0.155,0,0,0.29434,0.22041,0.297,0.396316053,0.291,0.47691,0.35071,0.4742,0.201786305,0.147,0.45233,0.20707,0.2706,0.464599868,0.249,0,0,0,0,0
1049,0.002702703,0.031,0.014,0,0,0.00161,0,0.00032137,0,0.018,0.0108,0.0192,0,0,0.006194167,0.001,0.055,0.03653,0.05272,0.00246,0.0727,0.0010139,0,0,0.02839,0.0009,0.00131,0.0096,0.008617862,0.004,0,0,0.03271,0.003,0.0827,0.208534756,0.032,0.22126,0.12604,0.2079,0.150512736,0.017,0.09802,0.0739,0.1126,0.221448112,0.101,0,0,0,0,0
1050,0,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02883814,0,0,0,0,0,0,0,0,0,0.016655135,0.001,0,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0.003,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
1064,0.021033582,0,0,0,0,0.05129,0.1021,0.033416464,0.004,0.005,0,0,0.11849,0,0.010348239,0.011,0.013,0,0,0.02162,0,0.001610533,0.004,0,0,0,0.00177,0,0.021051614,0.171,0,0,0,0.13384,0,0.002833806,0.14,0.01687,0.06499,0.0095,0,0.145,0.01873,0.06357,0.0084,0.017805971,0.029,0,0,0,0,0
1065,0.179793062,0.01,0.006,0.16907,0.1678,0.20786,0.288,0.102697387,0.028,0.08,0.09005,0.11764,0.33936,0.1828,0.055978516,0.063,0.116,0.10871,0.13146,0.06822,0.0192,0.019725243,0.023,0,0.01647,0.01964,0.03618,0.007,0.181835492,0.406,0,0,0.28186,0.36917,0.2028,0.076596099,0.351,0.22182,0.27099,0.1641,0.051273569,0.36,0.21632,0.26883,0.1554,0.120950107,0.102,0,0,0,0,0
1066,0.042476579,0.185,0.119,0.01394,0.01991,0.4161,0.4185,0.157049132,0.069,0.167,0.18586,0.21148,0.40344,0.3477,0.287203241,0.156,0.232,0.21627,0.2375,0.18193,0.0667,0.047324536,0.048,0,0.03466,0.03208,0.05103,0.0341,0.352886752,0.573,0,0,0.5086,0.54948,0.4278,0.265794299,0.522,0.43221,0.45277,0.3951,0.226596097,0.533,0.42001,0.45549,0.3785,0.172582409,0.165,0,0,0,0,0
1067,0.097624201,0.414,0.049,0.07506,0.09271,0.52794,0.4001,0.154702877,0.17,0.189,0.20387,0.23934,0.41714,0.3761,0.268780149,0.276,0.34,0.13127,0.15546,0.24839,0.1188,0.067643894,0.069,0,0.14867,0.05309,0.0601,0.0556,0.518273089,0.661,0,0,0.62296,0.65562,0.5735,0.458493082,0.634,0.55974,0.57412,0.574,0.391994707,0.647,0.56874,0.57566,0.5595,0.24188199,0.223,0,0,0,0,0
1068,0.140800795,0.579,0.038,0.46652,0.47356,0.43013,0.2731,0.250882795,0.4,0.294,0.39438,0.41251,0.4232,0.385,0.116899303,0.319,0.171,0.12044,0.14698,0.26438,0.1449,0.070082058,0.068,0,0.12129,0.07026,0.07555,0.0698,0.60162962,0.678,0,0,0.67829,0.68837,0.6413,0.592098683,0.684,0.66279,0.64015,0.684,0.529275554,0.702,0.64905,0.63439,0.6712,0.186560358,0.264,0,0,0,0,0
1069,0.116819705,0.633,0.182,0.23112,0.25028,0.27291,0.245,0.13008669,0.275,0.245,0.26514,0.29985,0.23482,0.3219,0.129532806,0.413,0.159,0.23059,0.25879,0.17485,0.1601,0.065316011,0.062,0,0.07481,0.09884,0.08581,0.0745,0.581558463,0.63,0,0,0.68466,0.65588,0.642,0.646607768,0.681,0.6887,0.65473,0.7319,0.602050943,0.698,0.67153,0.64282,0.7183,0.146674521,0.279,0,0,0,0,0
1070,0.109872709,0.621,0.162,0.11869,0.13929,0.35312,0.2252,0.093319056,0.108,0.137,0.08561,0.10321,0.13988,0.1805,0.097995543,0.348,0.095,0.0459,0.06325,0.21462,0.1747,0.059470565,0.046,0,0.08118,0.10465,0.09049,0.0712,0.494739658,0.525,0,0,0.62441,0.5646,0.5808,0.663277213,0.62,0.66909,0.61507,0.7152,0.59047304,0.638,0.6647,0.60817,0.7028,0.171096193,0.291,0,0,0,0,0
1071,0.043331138,0.538,0.145,0.09843,0.11293,0.17498,0.1251,0.023903817,0.032,0.078,0.07206,0.08442,0.04366,0.0803,0.080793359,0.165,0.104,0.07411,0.08512,0.24033,0.1759,0.040007007,0.028,0,0.07497,0.05921,0.06236,0.0658,0.348409185,0.358,0,0,0.49127,0.41367,0.4609,0.595015836,0.492,0.60599,0.51931,0.6315,0.539199471,0.511,0.59529,0.51109,0.6188,0.203482932,0.26,0,0,0,0,0
1072,0.00055051,0.384,0.117,0.00627,0.01159,0.09141,0.0293,0.007088216,0.007,0.02,0.01521,0.02626,0.01042,0.0198,0.146744047,0.053,0.149,0.23647,0.24681,0.07692,0.0977,0.011827883,0.007,0,0.0471,0.06454,0.02013,0.0408,0.14817531,0.145,0,0,0.29173,0.21155,0.2834,0.435572595,0.279,0.47384,0.35253,0.4705,0.393648693,0.3,0.41873,0.34312,0.4613,0.394503442,0.198,0,0,0,0,0
1073,0,0.179,0.034,0.00694,0.01339,0.00033,0,7.01E-06,0,0.005,0.00475,0.01119,0,0,0.010608793,0,0.043,0.0415,0.05709,0.00247,0.0189,2.63E-05,0,0,0.01149,0.01415,0,0.0074,0.01019535,0.004,0,0,0.0395,0.00333,0.0801,0.238623104,0.033,0.21485,0.13017,0.2139,0.205094277,0.038,0.2019,0.12267,0.2084,0.14103295,0.102,0,0,0,0,0
1074,0,0.018,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035172529,0,0,0,0,0.028117764,0,0,0,0,0.020451,0.002,0,0,0,0,0
1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0
1088,0.010387172,0,0,0,0,0.01647,0.0336,0.021175695,0.024,0,0,0,0.09216,0,0.027856176,0.065,0.024,0,0,0.10099,0,0.049,0.049,0,0,0,0.0524,0,0.022131052,0.135,0,0,0,0.1231,0,0.003333889,0.144,0.01798,0.06939,0.0115,0,0.139,0.01737,0.06312,0.0106,0.005506391,0.028,0,0,0,0,0
1089,0.037932452,0,0,0.00653,0.01204,0.0726,0.0939,0.081796016,0.103,0.066,0.0971,0.12255,0.26138,0.1347,0.152772493,0.369,0.297,0.33635,0.33635,0.25009,0.1765,0.229,0.229,0,0.18286,0.28526,0.29053,0.1747,0.181963214,0.351,0,0,0.29724,0.34623,0.1876,0.07326221,0.356,0.22636,0.2792,0.1696,0.069467416,0.346,0.22468,0.25813,0.157,0.038709116,0.132,0,0,0,0,0
1090,0.073119078,0.042,0.006,0.00913,0.01122,0.12925,0.1142,0.14539332,0.238,0.051,0.01427,0.02275,0.3547,0.2794,0.384604483,0.554,0.484,0.51188,0.516,0.30829,0.3223,0.443,0.443,0,0.46093,0.51033,0.49555,0.3913,0.351922588,0.519,0,0,0.52034,0.51444,0.3941,0.254209035,0.525,0.43386,0.46251,0.4028,0.208402249,0.517,0.43222,0.43896,0.3785,0.040834405,0.339,0,0,0,0,0
1091,0.088185841,0.104,0.015,0.03922,0.05013,0.11876,0.0876,0.135938362,0.423,0.139,0.21725,0.25139,0.43248,0.3595,0.536926569,0.657,0.613,0.65633,0.64949,0.45997,0.417,0.57,0.57,0,0.65644,0.63772,0.59168,0.5156,0.522395176,0.607,0,0,0.63357,0.59807,0.5166,0.451991999,0.638,0.5826,0.58232,0.5811,0.319219319,0.634,0.56418,0.55719,0.5534,0.031355972,0.433,0,0,0,0,0
