,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed,Solar fixed
Locations,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2014,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2015,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2016,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2017,Utrecht2014,Utrecht2015,Utrecht2016,Utrecht2017
Profile time series,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,RN-SARAH,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PG2-SARAH2,PG2-ERA5,PG3-SARAH3,PG3-ERA5,RN-MERRA2,PV-MEAS,PV-MEAS,PV-MEAS,PV-MEAS
Subsets,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed,RPU_Solar_fixed
Index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051,0,0.00087,0,0,0.00019,0,0.00049,0.001,0.002382401,0.001306526,0.001183768,0.002555803
2766,0.02278,0.03965,0.0065,0.03961,0.049,0.032,0.00289,0.03975,0.00345,0.0394,0.018,0.006,0.00247,0.04118,0.02159,0.04419,0.024,0.02839,0.06104,0.02856,0.06285,0.073,0.05141123,0.016312675,0.047689938,0.048857056
2767,0.2002,0.20651,0.19919,0.18795,0.188,0.232,0.09661,0.04671,0.05162,0.05986,0.08,0.079,0.0643,0.1466,0.07563,0.15856,0.079,0.2128,0.25284,0.21997,0.24894,0.22,0.230415194,0.080557316,0.141759894,0.26733935
2768,0.42246,0.43924,0.42062,0.41208,0.399,0.441,0.17393,0.15109,0.17787,0.14246,0.178,0.158,0.22801,0.32588,0.23169,0.33639,0.147,0.44506,0.4292,0.44981,0.43343,0.368,0.444115382,0.113635772,0.249627071,0.489949259
2769,0.60715,0.59644,0.59771,0.57662,0.577,0.616,0.14566,0.34701,0.15501,0.34375,0.392,0.206,0.48873,0.41645,0.46969,0.44475,0.215,0.61801,0.60691,0.62162,0.58417,0.429,0.638093829,0.220020988,0.329501658,0.561717575
2770,0.733,0.68176,0.7146,0.65458,0.712,0.739,0.16291,0.36641,0.11177,0.34015,0.533,0.261,0.22551,0.38051,0.26257,0.44053,0.242,0.62484,0.64801,0.62709,0.63527,0.441,0.73454246,0.230263947,0.185667443,0.443592595
2771,0.78742,0.57365,0.79831,0.57884,0.765,0.793,0.52228,0.2946,0.37972,0.31466,0.474,0.35,0.12029,0.3619,0.10748,0.39842,0.229,0.33771,0.74975,0.05816,0.76206,0.468,0.801994009,0.553231482,0.111152001,0.577154728
2772,0.71171,0.24398,0.70704,0.26495,0.753,0.682,0.4949,0.36401,0.40031,0.34551,0.422,0.331,0.09194,0.26989,0.08831,0.26885,0.175,0.37492,0.74575,0.62007,0.74733,0.439,0.578247591,0.205980821,0.057411036,0.496759994
2773,0.36658,0.21713,0.37715,0.23363,0.686,0.407,0.38819,0.37557,0.31576,0.37823,0.365,0.269,0.20876,0.28826,0.1539,0.22566,0.141,0.61985,0.6844,0.67522,0.67084,0.386,0.322657682,0.295651238,0.112524405,0.807034341
2774,0.28133,0.29658,0.29029,0.23945,0.583,0.27,0.11661,0.25694,0.11484,0.28274,0.292,0.194,0.08242,0.37631,0.08421,0.32652,0.121,0.35766,0.54128,0.67741,0.53821,0.356,0.246220872,0.191890468,0.067069884,0.385176462
2775,0.3073,0.27214,0.22779,0.23288,0.426,0.233,0.29437,0.23864,0.29817,0.23033,0.212,0.288,0.08492,0.22355,0.08044,0.20798,0.119,0.50605,0.47863,0.04501,0.46334,0.289,0.249437422,0.296548058,0.119015575,0.471095406
2776,0.14763,0.11668,0.20621,0.10417,0.236,0.159,0.13134,0.11271,0.13326,0.13243,0.118,0.144,0.12922,0.13878,0.14037,0.12978,0.101,0.15453,0.301,0.1325,0.30056,0.217,0.136178895,0.106343147,0.101327604,0.332988477
2777,0.07678,0.11224,0.11711,0.10143,0.094,0.095,0.06075,0.08757,0.04788,0.08661,0.061,0.066,0.07842,0.09313,0.09381,0.08167,0.095,0.26175,0.16879,0.27541,0.1564,0.143,0.056467357,0.066732511,0.049556002,0.102533336
2778,0.0424,0.03713,0.03996,0.03557,0.03,0.049,0.05238,0.03477,0.0429,0.03251,0.022,0.051,0.03292,0.04105,0.02711,0.04046,0.039,0.06517,0.03285,0.07115,0.03257,0.063,0.034664853,0.045451082,0.054932466,0.032566321
2779,0.00823,0.00344,0.00579,0.00281,0.001,0.007,0.00158,0.00263,0.00422,0.00242,0.001,0.001,0.01215,0.00491,0.01356,0.00447,0.002,0.01418,0.00405,0.01562,0.004,0.007,0.006952899,0.006286053,0.006936376,0.005034211
2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,0,0.00034,0,9.00E-05,0,0,0,0,0,0,0.001,0,0,0.0003,0,0.00057,0,0,0.00124,0,0.00143,0.002,0,0.004123147,0.006070875,0.002897529
2790,0.02162,0.0179,0.02923,0.01255,0.016,0.038,0.02998,0.02553,0.0295,0.01855,0.094,0.06,0.0274,0.05629,0.00092,0.05677,0.021,0.03036,0.069,0.0303,0.06965,0.08,0.005160308,0.063748393,0.037084475,0.053168112
2791,0.02399,0.03349,0.01334,0.02733,0.032,0.041,0.17355,0.22521,0.20173,0.20286,0.303,0.226,0.08058,0.18423,0.1671,0.18482,0.08,0.21069,0.25713,0.2209,0.2706,0.208,0.031220705,0.202713515,0.1586798,0.265526025
2792,0.07299,0.09536,0.06342,0.07561,0.062,0.082,0.36644,0.39841,0.37367,0.40658,0.503,0.397,0.44072,0.354,0.46064,0.35656,0.164,0.44409,0.46343,0.45288,0.46579,0.318,0.071223125,0.412489821,0.309007151,0.485543401
2793,0.10997,0.15895,0.13566,0.12941,0.101,0.118,0.56738,0.56856,0.61082,0.58925,0.639,0.576,0.58947,0.60364,0.48753,0.60828,0.22,0.55156,0.5038,0.59039,0.54243,0.429,0.099912514,0.614366933,0.299902758,0.512064685
2794,0.07454,0.20426,0.07716,0.16654,0.127,0.093,0.76427,0.4908,0.80451,0.55203,0.763,0.7,0.77839,0.58739,0.79277,0.6228,0.246,0.4069,0.63018,0.63312,0.62383,0.535,0.157712907,0.682669426,0.548982486,0.526515656
2795,0.13501,0.2363,0.14822,0.21447,0.153,0.125,0.77402,0.66658,0.77083,0.68151,0.827,0.707,0.0813,0.57595,0.07859,0.53671,0.257,0.45587,0.6607,0.37587,0.64621,0.604,0.150025059,0.666265225,0.243466282,0.381857544
2796,0.30745,0.33502,0.19511,0.30481,0.179,0.245,0.75262,0.51302,0.7203,0.54203,0.831,0.704,0.14373,0.66364,0.10965,0.67311,0.271,0.46954,0.7382,0.8155,0.6827,0.64,0.227001141,0.622705821,0.358825961,0.441283199
2797,0.32416,0.29278,0.30964,0.31203,0.209,0.351,0.6923,0.61677,0.72183,0.58156,0.768,0.666,0.38587,0.65716,0.41937,0.65423,0.277,0.08539,0.69446,0.10331,0.69709,0.622,0.306208522,0.476551974,0.505214912,0.440481174
2798,0.59251,0.3211,0.56972,0.33203,0.235,0.552,0.71369,0.46875,0.65558,0.46224,0.649,0.622,0.23122,0.54489,0.55316,0.5375,0.188,0.05962,0.55767,0.17157,0.53516,0.506,0.576519307,0.687724369,0.578910317,0.656460377
2799,0.48556,0.3002,0.5149,0.2996,0.243,0.538,0.62299,0.29314,0.61292,0.3211,0.506,0.575,0.44182,0.46362,0.52164,0.45222,0.157,0.293,0.4423,0.49248,0.42669,0.417,0.499257869,0.402115873,0.233118796,0.553488065
2800,0.23561,0.22781,0.2633,0.22649,0.26,0.286,0.38929,0.25858,0.38097,0.2493,0.366,0.391,0.42258,0.35822,0.19402,0.33934,0.12,0.4637,0.339,0.47818,0.32657,0.286,0.187813752,0.267251509,0.109857713,0.366086054
2801,0.12241,0.11516,0.087,0.12125,0.159,0.099,0.18319,0.15861,0.1886,0.14733,0.219,0.205,0.09763,0.17366,0.17284,0.16075,0.072,0.27857,0.17329,0.28079,0.1688,0.165,0.079112681,0.165919684,0.087582363,0.082426438
2802,0.03145,0.03909,0.03306,0.04255,0.041,0.035,0.06859,0.0565,0.07419,0.05403,0.064,0.08,0.0815,0.03488,0.08685,0.03455,0.027,0.06525,0.02857,0.06775,0.02879,0.069,0.033532211,0.071844827,0.059437785,0.02801278
2803,0.01433,0.00491,0.01502,0.00497,0.003,0.02,0.0163,0.00539,0.0163,0.00506,0.01,0.019,0.01433,0.00606,0.01505,0.00529,0.001,0.01555,0.00496,0.01411,0.00487,0.01,0.00403917,0.00651608,0.005452262,0.005171679
2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,0,0.00165,0,0.00187,0,0,0,0.00138,0,0.00167,0.002,0,0,0.0001,0,0.00041,0,0,0.00046,0,0.00052,0,0.004219536,0.005025359,0.004011752,0.000297202
2814,0.02439,0.05126,0.02166,0.05144,0.041,0.024,0.0254,0.06963,0.02809,0.07168,0.093,0.028,0.02793,0.04438,0.02375,0.04142,0.031,0.00737,0.04337,0.01938,0.0448,0.023,0.040370932,0.056839917,0.071184342,0.0382013
2815,0.10487,0.20779,0.10487,0.20778,0.125,0.089,0.2213,0.27811,0.2067,0.28644,0.254,0.197,0.09139,0.19184,0.12772,0.1871,0.098,0.09438,0.1433,0.17889,0.13507,0.087,0.081547625,0.132442773,0.230274948,0.171759051
2816,0.21933,0.37396,0.28128,0.37476,0.23,0.227,0.30238,0.41411,0.29229,0.44688,0.384,0.327,0.14144,0.4333,0.26872,0.42426,0.168,0.34244,0.30484,0.35635,0.29272,0.194,0.205143714,0.333306914,0.405559591,0.222888065
2817,0.3046,0.57362,0.27482,0.5787,0.352,0.28,0,0.6255,0,0.63304,0.447,0.369,0.45859,0.53649,0.43961,0.55366,0.242,0.3557,0.50987,0.12904,0.45559,0.386,0.185224025,0.525606994,0.442308984,0.24095796
2818,0.52207,0.56099,0.28866,0.54725,0.445,0.316,0.56775,0.67666,0.34641,0.67737,0.495,0.403,0.56632,0.64295,0.52171,0.65453,0.329,0.41949,0.59185,0.59209,0.58231,0.67,0.271924085,0.459737564,0.483425481,0.54651942
2819,0.22839,0.52026,0.17228,0.47504,0.468,0.249,0.46503,0.78103,0.40136,0.74862,0.522,0.432,0.44586,0.7089,0.43277,0.70174,0.378,0.14668,0.64085,0.10282,0.66028,0.722,0.20313476,0.57237685,0.511329147,0.301171009
2820,0.29036,0.37906,0.32404,0.34981,0.482,0.334,0.74777,0.78991,0.86493,0.75811,0.61,0.674,0.56191,0.70774,0.70849,0.69754,0.389,0.50156,0.66889,0.66259,0.64371,0.741,0.386734146,0.733030388,0.524860032,0.496010939
2821,0.55277,0.38407,0.51261,0.35024,0.427,0.495,0,0.78976,0,0.74829,0.634,0.608,0.16114,0.6806,0.35989,0.66617,0.36,0.10597,0.58584,0.1399,0.54524,0.721,0.472449498,0.722569751,0.581405039,0.253385437
2822,0.49848,0.17482,0.39274,0.16796,0.306,0.423,0.60212,0.70048,0.67512,0.68863,0.583,0.537,0.47852,0.60726,0.36894,0.57762,0.314,0.48304,0.48979,0.29951,0.45891,0.552,0.297872776,0.621996815,0.484591636,0.622037422
2823,0.33292,0.16494,0.32608,0.16871,0.227,0.317,0.45145,0.60784,0.49791,0.59539,0.514,0.464,0.42479,0.44273,0.14193,0.44364,0.241,0.38201,0.49441,0.29376,0.47966,0.49,0.288497365,0.512755541,0.292661581,0.485297049
2824,0.23893,0.10951,0.2269,0.10418,0.151,0.24,0.36852,0.40532,0.46982,0.39869,0.374,0.395,0.15317,0.28987,0.16432,0.26305,0.17,0.49148,0.29775,0.43831,0.30722,0.303,0.183275641,0.360584247,0.232259193,0.251452976
2825,0.17997,0.09179,0.15494,0.08605,0.098,0.157,0.27313,0.19499,0.27594,0.19241,0.21,0.265,0.23467,0.1382,0.04725,0.12791,0.08,0.2707,0.164,0.26159,0.15519,0.214,0.110262399,0.099822697,0.045150622,0.095132623
2826,0.0705,0.03701,0.06965,0.03429,0.044,0.079,0.07266,0.0265,0.07312,0.02606,0.076,0.103,0.04912,0.04239,0.07863,0.04338,0.04,0.08056,0.02921,0.06812,0.02848,0.075,0.04952232,0.035110929,0.007291595,0.053689426
2827,0.01634,0.00236,0.01705,0.00211,0.005,0.022,0.01481,0.00493,0.01553,0.00457,0.012,0.031,0.00215,0.00415,0.01215,0.00426,0.005,0.01406,0.00518,0.01549,0.00494,0.01,0.002107075,0.006158495,0,0.005875743
2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,0,0,0,0,0.001,0,0,0.00321,0,0.00352,0.001,0,0,0.00149,0,0.00184,0.003,0,0.00133,0,0.00152,0.003,0,0.008125711,0.002396612,0.002787139
2838,0.0058,0.01713,0.02023,0.00929,0.062,0.014,0.0322,0.06624,0.03323,0.0686,0.052,0.042,0.03278,0.06021,0.03396,0.06251,0.093,0.03286,0.05465,0.03405,0.05834,0.102,0.02141964,0.063902403,0.065116361,0.050454857
2839,0.06586,0.05209,0.01549,0.03951,0.192,0.038,0.21914,0.1709,0.21199,0.17304,0.159,0.228,0.23058,0.25357,0.2366,0.2608,0.257,0.21945,0.23818,0.22536,0.25153,0.303,0.053641403,0.226951759,0.284848092,0.274991076
2840,0.06906,0.12601,0.07948,0.12006,0.343,0.094,0.38076,0.32726,0.39456,0.32862,0.296,0.395,0.44514,0.44787,0.4518,0.43952,0.388,0.44531,0.39492,0.44671,0.41321,0.503,0.067851765,0.436120226,0.514122277,0.491008888
2841,0.13221,0.25689,0.13483,0.20328,0.49,0.125,0.53757,0.46867,0.54308,0.44679,0.428,0.517,0.60267,0.60039,0.63466,0.6246,0.381,0.60009,0.41261,0.58308,0.44968,0.662,0.11988946,0.501652505,0.479745019,0.454800579
2842,0.15231,0.06478,0.23829,0.09052,0.506,0.174,0.69157,0.57961,0.64825,0.58073,0.466,0.622,0.29275,0.67443,0.45366,0.71661,0.377,0.59998,0.52856,0.53572,0.46117,0.752,0.262303212,0.638333018,0.713958692,0.501662296
2843,0.27526,0.18105,0.20879,0.20399,0.361,0.288,0.66751,0.57519,0.59419,0.5734,0.427,0.544,0.36142,0.57816,0.45264,0.64244,0.339,0.65868,0.4807,0.62433,0.4806,0.828,0.341091088,0.469366291,0.603459582,0.592448213
2844,0.57212,0.19016,0.43475,0.23662,0.273,0.46,0.31819,0.37224,0.2505,0.35159,0.416,0.26,0.36847,0.45576,0.56458,0.52417,0.346,0.63182,0.5297,0.37522,0.52746,0.849,0.426081925,0.288168716,0.372861844,0.383247692
2845,0.35561,0.11721,0.39911,0.16334,0.263,0.349,0.14068,0.28377,0.18017,0.29552,0.405,0.17,0.44459,0.5002,0.72529,0.54797,0.338,0.47603,0.31502,0.49722,0.33818,0.808,0.42573963,0.10782362,0.407911407,0.293274809
2846,0.30079,0.16633,0.37149,0.21347,0.303,0.249,0.36348,0.35294,0.22021,0.35688,0.328,0.227,0.10444,0.51587,0.17568,0.44845,0.307,0.28327,0.36577,0.17638,0.38366,0.732,0.309310218,0.338544641,0.147181348,0.226317673
2847,0.12074,0.1711,0.18349,0.23279,0.146,0.138,0.33136,0.26718,0.32378,0.25536,0.215,0.284,0.48355,0.48549,0.19452,0.37003,0.304,0.31823,0.28028,0.38124,0.28247,0.61,0.131901955,0.236492747,0.142130618,0.327741284
2848,0.07543,0.09542,0.15115,0.10947,0.136,0.121,0.14816,0.16778,0.1646,0.17282,0.16,0.141,0.50734,0.34724,0.41273,0.32155,0.263,0.43841,0.19659,0.37926,0.1875,0.445,0.041911972,0.071275592,0.259768391,0.228715352
2849,0.14446,0.06593,0.12442,0.06413,0.119,0.093,0.05822,0.12682,0.05477,0.12199,0.091,0.056,0.22371,0.17845,0.23629,0.17592,0.203,0.23583,0.12362,0.2794,0.12523,0.248,0.0300852,0.042680641,0.094991782,0.129221236
2850,0.05003,0.02077,0.06046,0.01725,0.057,0.05,0.03619,0.04542,0.02402,0.0472,0.039,0.041,0.08337,0.02879,0.08146,0.03011,0.081,0.07226,0.03308,0.07177,0.03551,0.062,0.011040648,0.039899779,0.032953958,0.053032522
2851,0.00471,0.00276,0.01098,0.00227,0.006,0.008,0,0.0025,0,0.00297,0.005,0.002,0.01709,0.00536,0.01563,0.00488,0.014,0.01743,0.00558,0.01963,0.00519,0.012,9.52E-05,0.001335205,0.005719617,0.007572309
2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,0,0.00065,0,0.00093,0.002,0,0,0.002,0,0.00224,0.002,0,0,0.00254,0,0.00262,0,0,0.00222,0,0.00241,0.004,0,0.004171198,0.000346233,0.004084876
2862,0.01797,0.04481,0.0157,0.04526,0.065,0.018,0.02516,0.05681,0.03313,0.05763,0.087,0.021,0.03136,0.05974,0.03603,0.06257,0.018,0.03631,0.07527,0.0359,0.07665,0.107,0.018704732,0.042121834,0.01548608,0.050913562
2863,0.06277,0.09108,0.07521,0.08045,0.187,0.082,0.16063,0.23007,0.14276,0.23214,0.275,0.124,0.04337,0.08135,0.0382,0.11431,0.049,0.21727,0.28761,0.22624,0.29072,0.313,0.074848384,0.07536695,0.066631838,0.271996776
2864,0.10948,0.18169,0.12261,0.17316,0.302,0.115,0.32825,0.41245,0.27432,0.39996,0.457,0.278,0.12537,0.10328,0.12537,0.12119,0.087,0.45078,0.50568,0.45149,0.50915,0.51,0.088739356,0.229264939,0.117573075,0.490701599
2865,0.15908,0.34372,0.13525,0.32579,0.368,0.178,0.44362,0.54666,0.524,0.54669,0.539,0.46,0.15248,0.14156,0.18246,0.1175,0.136,0.65054,0.68023,0.66465,0.68388,0.663,0.212628366,0.340698583,0.221123896,0.660007721
2866,0.33158,0.52555,0.37724,0.48428,0.456,0.326,0.47515,0.66655,0.42838,0.63997,0.611,0.454,0.21643,0.22145,0.27066,0.18746,0.208,0.78293,0.79299,0.78586,0.79754,0.749,0.380768813,0.776130774,0.317787389,0.773379737
2867,0.36815,0.3478,0.35559,0.34115,0.474,0.361,0.80541,0.80311,0.76617,0.79015,0.656,0.66,0.41995,0.29652,0.37556,0.25581,0.292,0.87106,0.84756,0.88725,0.8502,0.793,0.324581978,0.725506021,0.317206421,0.834247188
2868,0.30724,0.46795,0.40887,0.45975,0.334,0.336,0.53931,0.76314,0.64251,0.73402,0.675,0.528,0.23064,0.32226,0.14446,0.27251,0.264,0.86589,0.86879,0.89116,0.87008,0.796,0.280982148,0.372570238,0.088385068,0.657619252
2869,0.24102,0.45943,0.47061,0.43329,0.299,0.379,0.6822,0.62941,0.75993,0.62629,0.62,0.545,0.19135,0.29376,0.15493,0.24734,0.262,0.87052,0.79351,0.85464,0.80121,0.758,0.482641369,0.811910975,0.079821486,0.761233649
2870,0.52782,0.39361,0.58074,0.39398,0.298,0.563,0.73808,0.46756,0.74009,0.44285,0.557,0.683,0.16645,0.25257,0.16281,0.21903,0.256,0.79147,0.7348,0.77668,0.73601,0.676,0.603973285,0.61049061,0.214686575,0.638059874
2871,0.46288,0.25362,0.54221,0.26388,0.281,0.505,0.61477,0.46854,0.58046,0.39252,0.501,0.518,0.21004,0.25719,0.17268,0.22571,0.293,0.64906,0.52725,0.65289,0.5484,0.591,0.365870931,0.412372834,0.17793826,0.4194264
2872,0.42034,0.24919,0.38884,0.23307,0.196,0.377,0.42302,0.32286,0.37768,0.28717,0.379,0.344,0.10637,0.19985,0.07759,0.20215,0.32,0.48975,0.3657,0.49949,0.37312,0.4,0.257955071,0.344833818,0.220249972,0.317248024
2873,0.23938,0.07713,0.24245,0.08588,0.132,0.246,0.27594,0.17399,0.27717,0.15337,0.224,0.281,0.23229,0.13018,0.21009,0.13688,0.21,0.27118,0.17589,0.26356,0.17784,0.199,0.134648453,0.10430981,0.152765386,0.100417914
2874,0.07668,0.02814,0.07583,0.02527,0.067,0.093,0.06767,0.03173,0.07197,0.03065,0.078,0.101,0.09075,0.0428,0.08799,0.04567,0.079,0.0671,0.05097,0.07342,0.05022,0.064,0.044614354,0.02686073,0.045682586,0.058543191
2875,0.01791,0.00222,0.02009,0.00247,0.01,0.02,0.0168,0.00628,0.01753,0.00576,0.013,0.036,0.00546,0.0078,0.0003,0.00764,0.006,0.01712,0.00936,0.01783,0.00888,0.007,0.00379932,0.005839097,0.003306781,0.007966687
2876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,0,0.00198,0,0.00226,0.001,0,0,0.00385,0,0.00405,0.005,0,0,0.00278,0,0.003,0,0,0,0,0.00027,0,0.002336519,0.016195892,0.004295938,0.000826637
2886,0.03034,0.05161,0.02213,0.05343,0.041,0.022,0.02709,0.07244,0.03312,0.07429,0.089,0.032,0.0243,0.05464,0.0243,0.05475,0.024,0.00085,0.0213,0.00085,0.0255,0.012,0.024114679,0.082883009,0.049607133,0.012560887
2887,0.0774,0.15027,0.06313,0.15053,0.116,0.07,0.1283,0.20342,0.1639,0.21261,0.219,0.147,0.11046,0.1379,0.12232,0.12601,0.087,0.01872,0.08654,0.01273,0.08046,0.039,0.07659758,0.239642641,0.133079516,0.044442738
2888,0.12095,0.19506,0.17858,0.17878,0.228,0.142,0.25438,0.34199,0.26555,0.35478,0.306,0.266,0.36727,0.30865,0.38594,0.30073,0.216,0.05246,0.14289,0.04392,0.13004,0.076,0.109520851,0.334107584,0.375333143,0.068833046
2889,0.1715,0.24226,0.15469,0.25614,0.422,0.177,0.43674,0.42132,0.37094,0.41997,0.395,0.394,0.52592,0.45314,0.50401,0.44856,0.397,0.12513,0.15231,0.12064,0.1192,0.127,0.166773545,0.403148571,0.406120765,0.186370228
2890,0.28673,0.42575,0.31689,0.39819,0.711,0.308,0.59195,0.50075,0.53648,0.49781,0.49,0.479,0.58927,0.49958,0.57752,0.45976,0.577,0.33287,0.18942,0.3223,0.17023,0.179,0.236393732,0.394854478,0.370828361,0.325590993
