;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed
Locations;Almeria2023;Forli2014;Forli2014;Forli2014;Forli2014;Forli2015;Forli2015;Forli2015;Forli2015;Torino2019;Torino2019;Torino2019;Torino2020;Torino2020;Torino2020;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2016;Utrecht2016;Utrecht2016;Utrecht2017;Utrecht2017;Utrecht2017
Profile time series;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2
Subsets;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed
Index;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
2338;0.67;0.6629400000000001;0.7162999999999999;0.709;0.681;0.7221799999999999;0.78191;0.82;0.747;0.58068;0.61352;0.639;0.57248;0.6033999999999999;0.643;0.07232999999999999;0.52388;0.378;0.216;0.13206;0.34723000000000004;0.345;0.15;0.06569;0.56839;0.463;0.28493;0.44079;0.697
2339;0.771;0.76762;0.77223;0.742;0.772;0.7981699999999999;0.82614;0.882;0.822;0.6945;0.70933;0.725;0.67525;0.69477;0.745;0.397;0.43563;0.451;0.458;0.13951;0.59664;0.779;0.161;0.0833;0.6484;0.489;0.27048;0.52787;0.809
2340;0.822;0.63683;0.7912899999999999;0.717;0.644;0.82956;0.8392000000000001;0.888;0.843;0.75547;0.7536499999999999;0.763;0.74146;0.74654;0.797;0.487;0.5611;0.476;0.335;0.20643999999999998;0.53598;0.819;0.313;0.40996;0.7367;0.519;0.36136;0.55028;0.838
2341;0.826;0.42417;0.75719;0.631;0.581;0.7981699999999999;0.80621;0.831;0.805;0.7725299999999999;0.759;0.758;0.76671;0.7550399999999999;0.801;0.10617;0.68924;0.455;0.217;0.51435;0.45438;0.779;0.602;0.5739500000000001;0.61521;0.539;0.50629;0.56901;0.801
2342;0.782;0.57539;0.6405599999999999;0.441;0.548;0.7233099999999999;0.7169500000000001;0.708;0.728;0.7545700000000001;0.71437;0.699;0.74893;0.71963;0.756;0.13855;0.63979;0.397;0.27;0.69685;0.34282;0.693;0.634;0.41508999999999996;0.48587;0.483;0.6280399999999999;0.50829;0.715
2343;0.69;0.30231;0.42386;0.268;0.397;0.6006699999999999;0.52967;0.564;0.594;0.6839299999999999;0.6468400000000001;0.588;0.68489;0.63728;0.66;0.09706999999999999;0.52491;0.329;0.247;0.57939;0.29944;0.558;0.546;0.51707;0.41194;0.358;0.57845;0.43318;0.58
2344;0.546;0.20552;0.25291;0.143;0.225;0.41325;0.3323;0.384;0.415;0.56341;0.50462;0.43;0.56609;0.50376;0.508;0.32287;0.35331;0.2;0.202;0.40452;0.19936;0.381;0.375;0.13202;0.2785;0.243;0.43919;0.33071;0.401
2345;0.354;0.07736;0.05718;0.051;0.091;0.18774000000000002;0.10895;0.154;0.204;0.38964;0.31353;0.239;0.38632;0.3098;0.3;0.19043000000000002;0.14675;0.127;0.121;0.20575;0.07365000000000001;0.186;0.192;0.07081;0.10587;0.133;0.23448;0.15148;0.197
2346;0.135;0.01457;0.00396;0.002;0.015;0.014060000000000001;0.00318;0.005;0.029;0.15732;0.07728;0.053;0.16012;0.0839;0.069;0.04054;0.01671;0.035;0.032;0.05013;0.014369999999999999;0.036;0.061;0.0389;0.01402;0.034;0.044789999999999996;0.013640000000000001;0.032
2347;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0
2348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2349;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2350;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2358;0.0;0.0099;0.013689999999999999;0.058;0.015;0.009689999999999999;0.038079999999999996;0.072;0.028;0.0;0.00933;0.021;0.0;0.00885;0.018;0.0;0.01694;0.028;0.005;0.0;0.01445;0.011;0.005;0.0;0.012539999999999999;0.01;0.0;0.01807;0.036
2359;0.082;0.07015;0.07881999999999999;0.224;0.09;0.17286;0.25316;0.29;0.208;0.02755;0.05071;0.105;0.01966;0.04874;0.099;0.12535;0.165;0.198;0.147;0.11646;0.1885;0.087;0.13;0.06488;0.13981;0.075;0.11397;0.2092;0.197
2360;0.304;0.19666;0.2625;0.431;0.154;0.40002;0.47652999999999995;0.508;0.427;0.18808000000000002;0.25529;0.304;0.19022;0.25627999999999995;0.304;0.3565;0.30932;0.442;0.364;0.34137;0.40905;0.274;0.349;0.17264;0.27899;0.147;0.34152;0.43241;0.451
2361;0.507;0.24233000000000002;0.34234;0.636;0.153;0.5978300000000001;0.65171;0.68;0.614;0.40020999999999995;0.45244999999999996;0.486;0.4013;0.45505;0.498;0.58077;0.5252100000000001;0.611;0.558;0.54014;0.59561;0.588;0.543;0.27096;0.41307;0.239;0.54599;0.6056;0.634
2362;0.658;0.054759999999999996;0.55215;0.777;0.102;0.72505;0.76835;0.803;0.747;0.56311;0.59926;0.588;0.56214;0.6015;0.65;0.68613;0.59822;0.731;0.598;0.6880700000000001;0.70928;0.693;0.682;0.33866;0.6291599999999999;0.46;0.6967899999999999;0.72229;0.749
2363;0.759;0.27163;0.43953;0.838;0.265;0.804;0.82388;0.864;0.827;0.67077;0.65528;0.65;0.67798;0.70262;0.752;0.70592;0.52739;0.789;0.611;0.77252;0.76809;0.756;0.771;0.70704;0.76151;0.498;0.7786900000000001;0.7864099999999999;0.812
2364;0.811;0.39441000000000004;0.68313;0.845;0.533;0.83462;0.82914;0.872;0.855;0.72358;0.7132999999999999;0.68;0.74867;0.75578;0.804;0.58765;0.36117;0.78;0.546;0.80345;0.76728;0.773;0.808;0.5488999999999999;0.73472;0.468;0.8109299999999999;0.8019;0.823
2365;0.815;0.56496;0.59145;0.798;0.587;0.80086;0.7880499999999999;0.828;0.821;0.75115;0.6871499999999999;0.652;0.77635;0.76355;0.808;0.59599;0.32393;0.712;0.537;0.77563;0.71199;0.719;0.778;0.7198300000000001;0.70675;0.37;0.7755599999999999;0.76861;0.784
2366;0.771;0.6722899999999999;0.64459;0.701;0.644;0.72605;0.69641;0.73;0.741;0.71574;0.65667;0.595;0.7478400000000001;0.72629;0.764;0.73666;0.37536;0.643;0.629;0.69439;0.63002;0.642;0.69;0.44867;0.53384;0.397;0.72042;0.68816;0.698
2367;0.679;0.58353;0.50387;0.557;0.577;0.60245;0.55101;0.578;0.602;0.61386;0.54865;0.493;0.67802;0.64297;0.668;0.5722200000000001;0.30927;0.529;0.5;0.57959;0.493;0.515;0.565;0.06689;0.40952999999999995;0.329;0.60522;0.55545;0.565
2368;0.536;0.41794;0.35001;0.367;0.418;0.41993;0.34902;0.376;0.419;0.023260000000000003;0.28701;0.326;0.56613;0.5081100000000001;0.516;0.41108;0.18747999999999998;0.368;0.384;0.41796;0.30285;0.346;0.405;0.21830000000000002;0.23741;0.201;0.42774;0.37136;0.387
2369;0.346;0.18950999999999998;0.11821;0.153;0.201;0.19122999999999998;0.11794;0.152;0.207;0.11003;0.12940000000000002;0.162;0.3872;0.31523;0.308;0.17462;0.14176;0.18;0.202;0.21736000000000003;0.14783000000000002;0.168;0.223;0.23148;0.096;0.14;0.22657;0.15486000000000003;0.19
2370;0.132;0.01898;0.00364;0.006;0.03;0.0184;0.0035499999999999998;0.006;0.031;0.15191;0.02597;0.032;0.16209;0.08745;0.073;0.05066;0.015619999999999998;0.036;0.064;0.05023;0.01476;0.036;0.067;0.01422;0.01542;0.035;0.046689999999999995;0.01329;0.033
2371;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0
2372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2380;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2381;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2382;0.0;0.01231;0.041479999999999996;0.069;0.026;0.010119999999999999;0.04177;0.075;0.031;0.0;0.01402;0.023;0.0;0.00966;0.02;0.0;0.00594;0.002;0.0;0.0;0.01341;0.027;0.004;0.0;0.01833;0.035;0.0;0.016120000000000002;0.024
2383;0.073;0.17668999999999999;0.25767;0.278;0.204;0.17789;0.25955;0.293;0.215;0.030199999999999998;0.06519;0.116;0.01875;0.05081;0.102;0.05836;0.09604;0.026;0.037;0.08083;0.13135;0.169;0.095;0.13646;0.19094;0.217;0.07271999999999999;0.17714;0.183
2384;0.278;0.33371;0.47929;0.497;0.367;0.40164;0.47714999999999996;0.509;0.431;0.18844;0.24650999999999998;0.27;0.19153;0.25576;0.3;0.11961;0.20441;0.072;0.11;0.31457999999999997;0.29687;0.35;0.305;0.37216000000000005;0.43179;0.408;0.2268;0.32459;0.387
2385;0.475;0.53675;0.63113;0.667;0.537;0.57663;0.62994;0.675;0.61;0.29555000000000003;0.44802;0.42;0.40047000000000005;0.45352;0.489;0.25618;0.30094;0.135;0.239;0.4948;0.46699;0.572;0.503;0.37813;0.60014;0.532;0.26721;0.44435;0.477
2386;0.626;0.69297;0.7265900000000001;0.785;0.699;0.68472;0.72615;0.784;0.735;0.47769;0.5786399999999999;0.391;0.56402;0.60093;0.636;0.34884;0.43565;0.184;0.298;0.65046;0.68062;0.678;0.656;0.6515299999999999;0.7127;0.643;0.19262;0.23459;0.382
2387;0.727;0.77427;0.73823;0.848;0.801;0.7417;0.7778999999999999;0.838;0.795;0.5915199999999999;0.6574500000000001;0.338;0.67928;0.69735;0.736;0.32954;0.5502999999999999;0.242;0.303;0.72596;0.7576799999999999;0.758;0.741;0.7271299999999999;0.51779;0.684;0.31007;0.38306999999999997;0.428
2388;0.754;0.81457;0.7865700000000001;0.851;0.831;0.74778;0.78973;0.84;0.792;0.40536;0.67043;0.304;0.74779;0.74722;0.787;0.42684;0.61352;0.327;0.354;0.7743099999999999;0.78231;0.785;0.78;0.68226;0.52895;0.685;0.48945;0.5251;0.697
2389;0.727;0.78307;0.6805399999999999;0.796;0.791;0.7311599999999999;0.75644;0.786;0.736;0.42372000000000004;0.6128899999999999;0.272;0.7727200000000001;0.75349;0.8;0.34378;0.32003;0.381;0.289;0.76916;0.75;0.739;0.758;0.66913;0.6307;0.66;0.39348;0.59376;0.777
2390;0.681;0.71593;0.59972;0.692;0.709;0.64836;0.67541;0.688;0.677;0.41457;0.58515;0.227;0.74319;0.71627;0.756;0.19563999999999998;0.19291999999999998;0.326;0.193;0.68304;0.63787;0.646;0.666;0.53886;0.39486;0.591;0.40876;0.49157999999999996;0.727
2391;0.585;0.5686;0.44875;0.536;0.55;0.5595399999999999;0.53676;0.54;0.542;0.40882;0.43062;0.169;0.67561;0.6132000000000001;0.662;0.16594;0.13647;0.16;0.139;0.5895199999999999;0.5102;0.479;0.549;0.35584;0.33291000000000004;0.472;0.35667000000000004;0.46226999999999996;0.559
2392;0.468;0.30187;0.29897;0.336;0.317;0.38094;0.33814999999999995;0.347;0.376;0.038020000000000005;0.29006;0.114;0.5569700000000001;0.48006;0.513;0.20574;0.11741;0.125;0.169;0.4072;0.32282;0.315;0.389;0.30559;0.23913;0.298;0.21398;0.30769;0.376
2393;0.297;0.14316;0.10426;0.129;0.142;0.16346;0.11298;0.138;0.177;0.23992;0.14665;0.059;0.38043;0.29963;0.309;0.10754999999999999;0.0579;0.088;0.108;0.20138999999999999;0.14824;0.161;0.213;0.18702000000000002;0.10513;0.137;0.18553999999999998;0.14135;0.161
2394;0.113;0.02053;0.00381;0.007;0.028;0.019899999999999998;0.00492;0.007;0.029;0.08544;0.03872;0.011;0.15309999999999999;0.0844;0.077;0.0526;0.01271;0.025;0.056;0.05271;0.02101;0.037;0.067;0.053579999999999996;0.02068;0.033;0.04951;0.016309999999999998;0.038
2395;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0
2396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2399;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2401;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2402;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2406;0.0;0.013640000000000001;0.03641;0.062;0.029;0.0134;0.04975;0.052;0.017;0.0;0.0167;0.007;0.0;0.01062;0.02;0.0;0.004;0.016;0.0;0.0;0.01912;0.021;0.001;0.0;0.01269;0.024;0.0;0.01849;0.036
2407;0.076;0.17274;0.18656;0.22;0.205;0.10245;0.1693;0.177;0.114;0.03569;0.06674;0.041;0.019370000000000002;0.05274;0.102;0.06427;0.05148;0.117;0.058;0.09290000000000001;0.18380000000000002;0.168;0.1;0.15084;0.15896000000000002;0.158;0.02973;0.1025;0.157
2408;0.284;0.39077999999999996;0.4122;0.457;0.415;0.28593999999999997;0.37281;0.359;0.303;0.038619999999999995;0.14747;0.086;0.19532;0.26067;0.305;0.14755000000000001;0.17679;0.3;0.151;0.23266;0.31597000000000003;0.411;0.212;0.37092;0.41772000000000004;0.437;0.14676;0.17545;0.215
2409;0.482;0.56648;0.57933;0.653;0.595;0.45902;0.52104;0.536;0.485;0.09759999999999999;0.27296;0.149;0.40799;0.4571;0.496;0.40866;0.35871;0.479;0.367;0.22003999999999999;0.34985000000000005;0.577;0.175;0.52832;0.5966;0.639;0.54977;0.29821;0.252
2410;0.604;0.70959;0.69151;0.748;0.733;0.67559;0.64301;0.666;0.681;0.22675;0.26537;0.261;0.5658;0.60114;0.646;0.58435;0.43151;0.645;0.551;0.08156000000000001;0.13867;0.63;0.07;0.53747;0.65663;0.762;0.6546799999999999;0.5418200000000001;0.26
2411;0.698;0.7958500000000001;0.7356699999999999;0.779;0.811;0.7222799999999999;0.76916;0.749;0.765;0.42113999999999996;0.37756;0.362;0.67022;0.69349;0.747;0.60327;0.46534;0.738;0.542;0.07465999999999999;0.1708;0.474;0.092;0.6801799999999999;0.69453;0.82;0.50852;0.57304;0.364
2412;0.758;0.83231;0.60642;0.741;0.834;0.78479;0.81612;0.765;0.801;0.1509;0.31939;0.377;0.73294;0.74276;0.799;0.71487;0.51681;0.756;0.618;0.44292000000000004;0.31741;0.359;0.301;0.71817;0.56848;0.832;0.15797;0.55586;0.444
2413;0.778;0.78885;0.6453300000000001;0.651;0.8;0.76198;0.77801;0.69;0.773;0.12204999999999999;0.17413;0.347;0.75918;0.7517999999999999;0.804;0.66435;0.48773;0.64;0.534;0.1979;0.38382;0.426;0.226;0.7464500000000001;0.52288;0.788;0.23565;0.51476;0.543
2414;0.75;0.73027;0.4958;0.577;0.723;0.6860599999999999;0.66515;0.577;0.682;0.11191;0.16871;0.256;0.73966;0.7152000000000001;0.761;0.05578;0.27069;0.524;0.128;0.09054999999999999;0.415;0.567;0.123;0.75302;0.47217000000000003;0.692;0.6685399999999999;0.45859;0.539
2415;0.663;0.5970700000000001;0.44281;0.437;0.589;0.53588;0.50686;0.404;0.519;0.17182;0.17387;0.175;0.6735800000000001;0.63678;0.669;0.15735;0.18525999999999998;0.378;0.226;0.07719;0.21003;0.42;0.066;0.61572;0.25877;0.548;0.5746100000000001;0.35252;0.404
2416;0.524;0.40964999999999996;0.26911;0.272;0.408;0.32445;0.31522;0.233;0.335;0.08075;0.14147;0.102;0.55674;0.50457;0.524;0.16328;0.13062;0.277;0.2;0.04564;0.05187;0.119;0.065;0.45603;0.17171;0.335;0.42428;0.32554;0.337
2417;0.337;0.18687;0.053090000000000005;0.118;0.201;0.13703;0.10589;0.095;0.171;0.057479999999999996;0.09576000000000001;0.044;0.38430000000000003;0.31682;0.323;0.15403999999999998;0.10524;0.136;0.124;0.19340000000000002;0.10133;0.062;0.143;0.24361000000000002;0.11417000000000001;0.164;0.2397;0.15278999999999998;0.202
2418;0.131;0.020460000000000002;0.0022;0.008;0.034;0.02151;0.0063;0.007;0.032;0.02088;0.01651;0.005;0.16541999999999998;0.09695999999999999;0.089;0.055170000000000004;0.018670000000000003;0.038;0.059;0.046329999999999996;0.01661;0.045;0.07;0.05312;0.0169;0.04;0.05536;0.01986;0.042
2419;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0
2420;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2430;0.0;0.01565;0.03463;0.046;0.025;0.01495;0.044539999999999996;0.066;0.032;0.0;0.005809999999999999;0.007;0.00076;0.011699999999999999;0.02;0.0;0.01283;0.031;0.004;0.0;0.022609999999999998;0.011;0.007;0.0;0.02164;0.041;0.0;0.01858;0.013
2431;0.09;0.11696;0.13283;0.166;0.139;0.16577;0.24985;0.266;0.198;0.051340000000000004;0.023960000000000002;0.053;0.02231;0.05458;0.104;0.09053;0.09865;0.137;0.107;0.11951;0.18352000000000002;0.174;0.136;0.14449;0.21331;0.23;0.07439;0.16772;0.073
2432;0.314;0.19577;0.27487;0.314;0.241;0.38806;0.47224;0.477;0.412;0.06067;0.07221;0.124;0.19934000000000002;0.26533999999999996;0.31;0.32313;0.17258;0.335;0.297;0.37562;0.39844999999999997;0.442;0.363;0.37856;0.41944;0.446;0.11923;0.38021;0.203
