;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed;Solar fixed
Locations;Almeria2023;Forli2014;Forli2014;Forli2014;Forli2014;Forli2015;Forli2015;Forli2015;Forli2015;Torino2019;Torino2019;Torino2019;Torino2020;Torino2020;Torino2020;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2014;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2015;Utrecht2016;Utrecht2016;Utrecht2016;Utrecht2017;Utrecht2017;Utrecht2017
Profile time series;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH;PG-SARAH2;PG-ERA5;PG-MERRA2;PG-SARAH2;PG-ERA5;PG-MERRA2
Subsets;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed;RPU_Solar_fixed
Index;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
3435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3436;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3437;0.0;0.01112;0.023190000000000002;0.026;0.014;0.01045;0.00899;0.013;0.01;0.0;0.00853;0.015;0.0;0.013890000000000001;0.015;0.0;0.01701;0.025;0.0;0.00621;0.01777;0.025;0.009;0.00307;0.0;0.008;0.00658;0.01397;0.027
3438;0.015;0.06333;0.10722;0.152;0.116;0.05489;0.04503;0.06;0.021;0.04639;0.0475;0.074;0.04907;0.04469;0.079;0.0687;0.08968999999999999;0.114;0.066;0.07302;0.10966;0.153;0.118;0.011859999999999999;0.00394;0.036;0.06669;0.09761;0.136
3439;0.117;0.25232;0.31159;0.36;0.301;0.01701;0.15802000000000002;0.12;0.053;0.09919;0.0995;0.164;0.12048;0.11916;0.18;0.07296;0.19455;0.243;0.13;0.25744;0.30498000000000003;0.357;0.303;0.02955;0.01342;0.061;0.14873;0.18269;0.268
3440;0.301;0.44800999999999996;0.5122599999999999;0.549;0.484;0.39291000000000004;0.34779000000000004;0.212;0.243;0.22723;0.21963999999999997;0.279;0.24416;0.26462;0.313;0.37073;0.1688;0.302;0.298;0.4584;0.50151;0.545;0.489;0.0437;0.023170000000000003;0.1;0.28116;0.30377;0.383
3441;0.48;0.6070099999999999;0.6543300000000001;0.695;0.633;0.35796;0.43627;0.303;0.333;0.31739999999999996;0.35319;0.353;0.39764;0.38572;0.417;0.26806;0.23244;0.341;0.235;0.61534;0.63409;0.693;0.649;0.08806;0.023329999999999997;0.137;0.36166000000000004;0.44435;0.506
3442;0.599;0.7169800000000001;0.74734;0.794;0.741;0.4596;0.49733999999999995;0.393;0.392;0.4649;0.49451999999999996;0.4;0.50533;0.45632;0.436;0.48393;0.39897000000000005;0.379;0.417;0.7363200000000001;0.64737;0.791;0.784;0.11576;0.03432;0.18;0.47272000000000003;0.6036;0.512
3443;0.631;0.778;0.78739;0.845;0.803;0.19311;0.51795;0.402;0.256;0.60909;0.5482;0.451;0.5955499999999999;0.47645;0.485;0.53637;0.58353;0.605;0.531;0.81508;0.7045;0.843;0.843;0.13641999999999999;0.056960000000000004;0.207;0.64732;0.7359600000000001;0.526
3444;0.668;0.7860900000000001;0.7794800000000001;0.85;0.818;0.09426000000000001;0.45761;0.391;0.113;0.7055499999999999;0.63271;0.466;0.6302300000000001;0.50501;0.564;0.55826;0.70889;0.707;0.576;0.83817;0.77418;0.853;0.859;0.1608;0.0952;0.229;0.6804199999999999;0.7301;0.642
3445;0.721;0.76525;0.71323;0.809;0.798;0.10019;0.3556;0.404;0.265;0.67161;0.48905;0.439;0.3501;0.40926;0.532;0.65507;0.60593;0.72;0.561;0.83515;0.72153;0.819;0.851;0.12758;0.06423999999999999;0.211;0.64246;0.59533;0.687
3446;0.657;0.6884199999999999;0.64516;0.724;0.716;0.52426;0.39656;0.4;0.67;0.5328200000000001;0.49274;0.389;0.29296;0.23038999999999998;0.429;0.47267000000000003;0.57026;0.683;0.463;0.77077;0.69341;0.742;0.778;0.13113;0.07696;0.242;0.73453;0.5627300000000001;0.678
3447;0.561;0.0;0.51766;0.594;0.581;0.5990700000000001;0.36816000000000004;0.382;0.589;0.0;0.3743;0.32;0.20491;0.22935;0.34;0.0;0.48755000000000004;0.567;0.454;0.65484;0.58515;0.624;0.657;0.061770000000000005;0.10276;0.274;0.6048600000000001;0.52439;0.562
3448;0.432;0.37683999999999995;0.34828;0.42;0.432;0.1805;0.29524;0.298;0.336;0.12484999999999999;0.20301;0.266;0.28175;0.12373;0.25;0.50118;0.32714;0.416;0.424;0.49792000000000003;0.42263;0.467;0.504;0.07395;0.09419;0.282;0.4803;0.37579;0.433
3449;0.296;0.22775;0.15024;0.217;0.254;0.20814;0.13742;0.191;0.257;0.018510000000000002;0.14796;0.197;0.11648;0.16377;0.131;0.26938;0.19374;0.263;0.274;0.30055;0.22162;0.279;0.322;0.11109000000000001;0.07798999999999999;0.219;0.28742;0.20626;0.27
3450;0.145;0.05072;0.022359999999999998;0.036;0.08;0.04895;0.02004;0.065;0.081;0.08120999999999999;0.08267000000000001;0.075;0.1388;0.07586;0.069;0.10734;0.053689999999999995;0.109;0.124;0.09708;0.05271;0.104;0.138;0.07744;0.03965;0.122;0.11711;0.05827;0.106
3451;0.035;0.007980000000000001;0.00113;0.003;0.016;0.00757;0.00088;0.004;0.016;0.02237;0.00611;0.009;0.00363;0.00902;0.014;0.03019;0.01872;0.041;0.058;0.04339;0.02789;0.04;0.062;0.04929;0.01878;0.043;0.04803;0.0259;0.042
3452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00151;0.0;0.001;0.005;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;1,00E-05;0.001
3453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3457;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3460;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3461;0.0;0.011949999999999999;0.02184;0.026;0.014;0.01185;0.02208;0.032;0.014;0.0;0.01397;0.008;0.0;0.01005;0.014;0.00853;0.01667;0.028;0.013;0.00158;0.00562;0.012;0.0;0.00315;0.01833;0.027;0.00261;0.01751;0.027
3462;0.018;0.06436;0.10742;0.151;0.117;0.05941;0.10328;0.131;0.116;0.05349;0.06259;0.048;0.05441;0.03843;0.033;0.06798;0.10678;0.15;0.119;0.0134;0.06197999999999999;0.078;0.014;0.07169;0.07737999999999999;0.114;0.06681999999999999;0.10529000000000001;0.127
3463;0.131;0.25021;0.30923;0.351;0.299;0.24843;0.25196999999999997;0.279;0.302;0.12240999999999999;0.05507;0.099;0.08734;0.10425;0.176;0.26200999999999997;0.29928;0.334;0.304;0.08982;0.23967;0.199;0.115;0.15671000000000002;0.14386000000000002;0.243;0.21824000000000002;0.27795;0.254
3464;0.307;0.44127;0.48969999999999997;0.532;0.478;0.45664;0.45056999999999997;0.443;0.496;0.25174;0.16484000000000001;0.16;0.27118000000000003;0.25821;0.372;0.46253;0.48782;0.511;0.483;0.27388;0.41022000000000003;0.373;0.292;0.20317;0.17565;0.4;0.45255;0.4741;0.425
3465;0.484;0.59914;0.61242;0.672;0.62;0.61765;0.56641;0.579;0.65;0.38780000000000003;0.32894;0.268;0.4496;0.42732;0.54;0.62064;0.58825;0.643;0.624;0.24101;0.48179;0.512;0.276;0.26154;0.20232;0.534;0.61973;0.61993;0.626
3466;0.619;0.6888500000000001;0.68849;0.764;0.731;0.71389;0.57039;0.682;0.759;0.51476;0.43401999999999996;0.367;0.58885;0.54918;0.677;0.67335;0.62478;0.729;0.681;0.43712;0.58133;0.577;0.456;0.30735;0.393;0.65;0.73363;0.71751;0.752
3467;0.706;0.7631;0.6997899999999999;0.796;0.791;0.7714099999999999;0.6038;0.748;0.826;0.6119600000000001;0.20469;0.445;0.68678;0.66742;0.767;0.60396;0.6640499999999999;0.791;0.651;0.36486;0.48233;0.545;0.484;0.46381;0.44601;0.744;0.80423;0.76873;0.81
3468;0.739;0.80788;0.7022200000000001;0.791;0.81;0.78022;0.56924;0.741;0.827;0.68948;0.34013;0.408;0.74129;0.6533;0.81;0.6046900000000001;0.6373;0.803;0.657;0.28464999999999996;0.3988;0.503;0.433;0.6327200000000001;0.47001;0.753;0.83237;0.77697;0.822
3469;0.731;0.7854800000000001;0.59033;0.737;0.79;0.7583;0.56633;0.668;0.806;0.66664;0.24789;0.325;0.76628;0.6516900000000001;0.81;0.67947;0.6008300000000001;0.722;0.644;0.43774;0.33267;0.545;0.404;0.48170999999999997;0.44209;0.686;0.8156599999999999;0.72241;0.791
3470;0.635;0.7061900000000001;0.53634;0.643;0.707;0.6902200000000001;0.49995999999999996;0.546;0.729;0.30562;0.35712;0.262;0.74663;0.58488;0.769;0.58289;0.46476999999999996;0.592;0.561;0.24306999999999998;0.30802999999999997;0.497;0.283;0.34861000000000003;0.35681999999999997;0.599;0.76042;0.62793;0.713
3471;0.527;0.60364;0.49007999999999996;0.522;0.592;0.22143000000000002;0.3222;0.38;0.43;0.044829999999999995;0.10225;0.188;0.6781900000000001;0.59768;0.684;0.44071;0.38481;0.45;0.429;0.26997000000000004;0.32289;0.351;0.271;0.48744;0.24725;0.482;0.6354;0.50388;0.596
3472;0.358;0.40623000000000004;0.28142;0.37;0.434;0.22174000000000002;0.23778;0.273;0.242;0.15784;0.15059999999999998;0.12;0.5586;0.47082;0.556;0.35902999999999996;0.24271;0.373;0.355;0.25847000000000003;0.25196;0.237;0.212;0.21703;0.13735;0.335;0.49047;0.26588;0.446
3473;0.241;0.2068;0.10937999999999999;0.194;0.235;0.21699000000000002;0.12190999999999999;0.152;0.199;0.045840000000000006;0.15056999999999998;0.071;0.35938;0.31373;0.385;0.25661;0.13801;0.203;0.257;0.21852000000000002;0.14463;0.138;0.184;0.24925;0.06874;0.164;0.29489;0.11864;0.271
3474;0.122;0.01684;0.02807;0.054;0.044;0.06867;0.02714;0.054;0.083;0.027460000000000002;0.05756;0.032;0.15478999999999998;0.13621;0.188;0.12218000000000001;0.07898000000000001;0.098;0.137;0.12021;0.050320000000000004;0.119;0.131;0.11402;0.02921;0.054;0.10523;0.06761;0.099
3475;0.03;0.00145;0.0011;0.004;0.001;0.00684;0.00093;0.002;0.01;0.01643;0.00645;0.004;0.03096;0.01017;0.027;0.047560000000000005;0.030699999999999998;0.033;0.062;0.02476;0.01599;0.044;0.028;0.01889;0.01065;0.012;0.03555;0.02095;0.037
3476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00063;0.00033;0.0;0.004;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.001
3477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3480;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3484;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3485;0.0;0.01166;0.01574;0.016;0.013;0.0011;0.018789999999999998;0.029;0.008;0.0;0.0109;0.005;0.0;0.00881;0.017;0.00529;0.02196;0.015;0.003;0.01001;0.01494;0.027;0.006;0.009869999999999999;0.00477;0.008;0.00973;0.01678;0.025
3486;0.017;0.06634000000000001;0.06716;0.096;0.093;0.04506;0.09999;0.13;0.099;0.04882;0.02958;0.039;0.04302;0.03436;0.058;0.00898;0.09028;0.068;0.011;0.05232;0.09733;0.146;0.052;0.03562;0.02426;0.045;0.06928;0.10529999999999999;0.153
3487;0.131;0.18888999999999997;0.19551;0.204;0.231;0.02741;0.27984;0.265;0.099;0.12409999999999999;0.07920999999999999;0.102;0.12016;0.09724;0.179;0.037950000000000005;0.18950999999999998;0.138;0.057;0.13336;0.23842;0.315;0.133;0.07431;0.10765000000000001;0.096;0.26082;0.29494;0.342
3488;0.324;0.32343;0.40976999999999997;0.387;0.398;0.04877;0.36722000000000005;0.37;0.039;0.10552;0.19672;0.176;0.2689;0.20285;0.358;0.11276;0.29669999999999996;0.218;0.161;0.33406;0.39981;0.481;0.345;0.12022;0.13124;0.144;0.46606000000000003;0.47975;0.52
3489;0.492;0.27720999999999996;0.55328;0.537;0.346;0.0404;0.53673;0.467;0.047;0.09643;0.34563;0.241;0.4521;0.41587;0.518;0.18137;0.38833999999999996;0.348;0.214;0.47496;0.5005;0.623;0.476;0.05305;0.14579;0.198;0.62319;0.62658;0.661
3490;0.637;0.53628;0.63918;0.658;0.392;0.12102;0.46932999999999997;0.515;0.15;0.43581;0.42579;0.294;0.5909800000000001;0.46505;0.653;0.47398;0.45806;0.531;0.504;0.4039;0.47281;0.727;0.284;0.18173;0.22408;0.306;0.73462;0.72801;0.759
3491;0.713;0.5771900000000001;0.68699;0.673;0.54;0.42021;0.48188;0.531;0.42;0.48573;0.45681;0.404;0.68916;0.60798;0.743;0.41445;0.40638;0.607;0.414;0.18913999999999997;0.3718;0.79;0.209;0.21572999999999998;0.2205;0.582;0.81263;0.78423;0.813
3492;0.764;0.73973;0.48389;0.655;0.732;0.76702;0.35258;0.501;0.728;0.37281;0.34261;0.432;0.74195;0.66702;0.789;0.11139;0.46185000000000004;0.602;0.094;0.3422;0.5385800000000001;0.8;0.313;0.19598;0.23007;0.724;0.84074;0.7960900000000001;0.824
3493;0.769;0.6319600000000001;0.49914;0.652;0.653;0.73953;0.23763;0.378;0.792;0.44636000000000003;0.22921;0.532;0.76898;0.67718;0.794;0.11284000000000001;0.24505000000000002;0.513;0.102;0.40711;0.5289299999999999;0.784;0.382;0.14909;0.20764;0.769;0.82068;0.7635599999999999;0.792
3494;0.718;0.13759;0.41808999999999996;0.565;0.329;0.61864;0.27229000000000003;0.3;0.681;0.10457999999999999;0.37174;0.459;0.73539;0.5817;0.754;0.09212000000000001;0.13102;0.432;0.093;0.53585;0.46625;0.712;0.55;0.07894;0.30104000000000003;0.646;0.75948;0.68726;0.72
3495;0.638;0.51361;0.3322;0.415;0.339;0.44151999999999997;0.36236;0.257;0.523;0.22103;0.28636;0.407;0.6621;0.5409400000000001;0.671;0.12990000000000002;0.12869999999999998;0.231;0.135;0.63897;0.30078;0.626;0.506;0.15628999999999998;0.28608;0.408;0.63367;0.56731;0.605
3496;0.519;0.39732;0.29904000000000003;0.325;0.37;0.19213;0.2862;0.21;0.265;0.56237;0.36325;0.344;0.56272;0.43625;0.548;0.11058;0.065;0.103;0.136;0.3793;0.33516;0.466;0.292;0.18313;0.23144;0.287;0.48834;0.40491000000000005;0.452
3497;0.365;0.18535;0.13784;0.192;0.133;0.12093999999999999;0.13912;0.132;0.113;0.42243;0.22863;0.2;0.39011;0.28793;0.385;0.14989;0.023370000000000002;0.058;0.151;0.20736000000000002;0.20592;0.282;0.205;0.05877;0.12347;0.166;0.29434;0.21181999999999998;0.273
3498;0.184;0.05459000000000001;0.02238;0.061;0.083;0.07132;0.03374;0.057;0.066;0.22109;0.10446;0.096;0.22382;0.12984;0.194;0.10059;0.013210000000000001;0.024;0.106;0.11621;0.05864;0.103;0.111;0.12567;0.06240999999999999;0.082;0.09902;0.046759999999999996;0.096
3499;0.039;0.00926;0.00145;0.004;0.018;0.0;0.00135;0.003;0.009;0.01306;0.00802;0.016;0.038979999999999994;0.00931;0.03;0.027260000000000003;0.01932;0.005;0.049;0.04598;0.02219;0.038;0.043;0.04998;0.013689999999999999;0.03;0.03578;0.02116;0.034
3500;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.00111;0.00015;0.002;0.002;0.0;0.0;0.0;0.00058;0.00011999999999999999;0.002
3501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3504;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3509;0.0;0.00965;0.02025;0.035;0.015;0.0;0.00632;0.006;0.0;0.0;0.009089999999999999;0.015;0.0;0.00321;0.018;0.0;0.0081;0.009;0.0;0.00378;0.01705;0.028;0.006;0.00159;0.00836;0.029;0.01017;0.016829999999999998;0.025
3510;0.012;0.06559000000000001;0.10247;0.146;0.118;0.00905;0.012039999999999999;0.03;0.008;0.01909;0.04181;0.083;0.0381;0.0214;0.044;0.00449;0.02395;0.043;0.007;0.06142;0.09255;0.104;0.059;0.04764;0.06419;0.145;0.06885;0.10678;0.153
3511;0.086;0.22995;0.21978999999999999;0.339;0.286;0.01767;0.02985;0.079;0.025;0.08489000000000001;0.0895;0.181;0.1173;0.11052;0.182;0.02274;0.05373;0.083;0.017;0.1379;0.19105;0.212;0.16;0.11864;0.16688;0.332;0.25962;0.29708999999999997;0.341
3512;0.21;0.45982;0.37036;0.504;0.477;0.09390000000000001;0.14799;0.151;0.207;0.08648;0.2107;0.221;0.25609;0.24833000000000002;0.366;0.0338;0.12506;0.11;0.041;0.29745;0.32468;0.333;0.33;0.1925;0.34344;0.512;0.45836;0.48305000000000003;0.516
3513;0.364;0.62486;0.50628;0.593;0.619;0.5238400000000001;0.18444;0.229;0.46;0.09108;0.28119;0.246;0.44956999999999997;0.34582;0.535;0.09629;0.2175;0.142;0.095;0.43491;0.5036499999999999;0.456;0.461;0.30136;0.41270999999999997;0.652;0.6176799999999999;0.63013;0.654
3514;0.516;0.67074;0.57762;0.58;0.713;0.32800999999999997;0.34242;0.332;0.228;0.11763;0.39217;0.237;0.59533;0.42502999999999996;0.662;0.11223999999999999;0.10092;0.171;0.104;0.7233200000000001;0.60368;0.601;0.715;0.67892;0.49287000000000003;0.737;0.73322;0.72963;0.749
3515;0.663;0.7434;0.65959;0.589;0.75;0.1559;0.27108;0.488;0.13;0.1684;0.37001;0.224;0.6880599999999999;0.57451;0.748;0.10515000000000001;0.10184;0.183;0.098;0.69467;0.33369;0.587;0.709;0.74946;0.38930000000000003;0.752;0.80467;0.78154;0.801
3516;0.741;0.83374;0.61233;0.597;0.822;0.0788;0.37598000000000004;0.65;0.1;0.11928;0.26217;0.214;0.73753;0.53659;0.766;0.13205;0.07307;0.198;0.115;0.46902;0.27995;0.58;0.501;0.61785;0.45294999999999996;0.754;0.82847;0.78732;0.811
3517;0.692;0.8287100000000001;0.65443;0.593;0.796;0.12476000000000001;0.37353;0.706;0.168;0.18766;0.22644999999999998;0.208;0.74507;0.62001;0.687;0.14784;0.13319;0.213;0.127;0.59136;0.3511;0.486;0.504;0.7339199999999999;0.25844;0.733;0.80488;0.7468899999999999;0.778
3518;0.585;0.7503;0.58568;0.556;0.735;0.28717000000000004;0.47987;0.656;0.307;0.17204;0.11605;0.186;0.69871;0.51247;0.582;0.10296;0.10332;0.178;0.108;0.38199;0.24644;0.585;0.434;0.67592;0.28228;0.642;0.73576;0.66414;0.698
3519;0.379;0.62224;0.39751;0.495;0.609;0.39812000000000003;0.51739;0.553;0.33;0.10904000000000001;0.10027;0.172;0.54224;0.49974;0.549;0.10144;0.07465000000000001;0.13;0.097;0.53676;0.20563;0.577;0.42;0.55603;0.27062;0.533;0.6175700000000001;0.55392;0.581
3520;0.295;0.44903;0.28573000000000004;0.364;0.449;0.19696;0.34401;0.403;0.265;0.14734999999999998;0.09844;0.147;0.27035000000000003;0.36412;0.483;0.04936;0.02842;0.093;0.064;0.28061;0.22429;0.45;0.321;0.45156999999999997;0.26000999999999996;0.398;0.47267000000000003;0.34118;0.433
3521;0.202;0.23983000000000002;0.1346;0.201;0.262;0.23595;0.15768000000000001;0.223;0.25;0.24731999999999998;0.07615999999999999;0.099;0.37022000000000005;0.31317;0.322;0.06372;0.02082;0.074;0.07;0.30125;0.12184;0.279;0.31;0.29608999999999996;0.17005;0.247;0.28858999999999996;0.12916999999999998;0.259
3522;0.112;0.05593;0.02497;0.06;0.084;0.05458;0.02515;0.06;0.086;0.11237;0.04104;0.044;0.21881;0.136;0.16;0.10715000000000001;0.01393;0.039;0.089;0.11012999999999999;0.05062;0.116;0.151;0.11871;0.06222;0.113;0.10135;0.05995;0.105
3523;0.031;0.009439999999999999;0.00163;0.004;0.019;0.010119999999999999;0.00152;0.005;0.019;0.01886;0.00217;0.004;0.04032;0.00848;0.028;0.05071;0.0141;0.014;0.037;0.04827;0.0293;0.046;0.068;0.00634;0.02877;0.041;0.048060000000000005;0.020739999999999998;0.042
3524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00249;0.0;0.0;0.004;0.0035600000000000002;0.00061;0.001;0.004;0.0;0.0005600000000000001;0.0;0.00058;0.0;0.001
3525;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
